DATE,jevent,jbout,f1,f2,winner,loser,method,f1_win,weightindex,finish_round
2013-08-31,UFC164:HendersonvsPettis2,PascalKraussvs.HyunGyuLim,HyunGyuLim,PascalKrauss,HyunGyuLim,PascalKrauss,ko,1,9,1
2013-08-31,UFC164:HendersonvsPettis2,BenRothwellvs.BrandonVera,BenRothwell,BrandonVera,BenRothwell,BrandonVera,ko,1,12,3
2013-08-31,UFC164:HendersonvsPettis2,BensonHendersonvs.AnthonyPettis,AnthonyPettis,BensonHenderson,AnthonyPettis,BensonHenderson,sub,1,8,1
2013-08-31,UFC164:HendersonvsPettis2,ChadMendesvs.ClayGuida,ChadMendes,ClayGuida,ChadMendes,ClayGuida,ko,1,7,3
2013-08-31,UFC164:HendersonvsPettis2,ChicoCamusvs.KyungHoKang,ChicoCamus,KyungHoKang,ChicoCamus,KyungHoKang,dec,1,5,3
2013-08-31,UFC164:HendersonvsPettis2,ErikKochvs.DustinPoirier,DustinPoirier,ErikKoch,DustinPoirier,ErikKoch,dec,1,8,3
2013-08-31,UFC164:HendersonvsPettis2,FrankMirvs.JoshBarnett,FrankMir,JoshBarnett,JoshBarnett,FrankMir,ko,0,12,1
2013-08-31,UFC164:HendersonvsPettis2,LouisGaudinotvs.TimElliott,LouisGaudinot,TimElliott,TimElliott,LouisGaudinot,dec,0,5,3
2013-08-31,UFC164:HendersonvsPettis2,JaredHammanvs.MagnusCedenblad,JaredHamman,MagnusCedenblad,MagnusCedenblad,JaredHamman,sub,0,10,1
2013-08-31,UFC164:HendersonvsPettis2,JamieVarnervs.GleisonTibau,GleisonTibau,JamieVarner,GleisonTibau,JamieVarner,dec,1,8,3
2013-08-31,UFC164:HendersonvsPettis2,SoaPaleleivs.NikitaKrylov,NikitaKrylov,SoaPalelei,SoaPalelei,NikitaKrylov,ko,0,11,3
2013-08-31,UFC164:HendersonvsPettis2,RyanCouturevs.AlIaquinta,AlIaquinta,RyanCouture,AlIaquinta,RyanCouture,dec,1,8,3
2013-09-04,UFCFightNight:TeixeiravsBader,KeithWisniewskivs.IvanJorge,IvanJorge,KeithWisniewski,IvanJorge,KeithWisniewski,dec,1,8,3
2013-09-04,UFCFightNight:TeixeiravsBader,YushinOkamivs.JacareSouza,JacareSouza,YushinOkami,JacareSouza,YushinOkami,ko,1,10,1
2013-09-04,UFCFightNight:TeixeiravsBader,YuriVillefortvs.SeanSpencer,SeanSpencer,YuriVillefort,SeanSpencer,YuriVillefort,dec,1,9,3
2013-09-04,UFCFightNight:TeixeiravsBader,RafaelNatalvs.TorTroeng,RafaelNatal,TorTroeng,RafaelNatal,TorTroeng,dec,1,10,3
2013-09-04,UFCFightNight:TeixeiravsBader,MarcosViniciusvs.AliBagautinov,AliBagautinov,MarcosVinicius,AliBagautinov,MarcosVinicius,ko,1,5,3
2013-09-04,UFCFightNight:TeixeiravsBader,LucasMartinsvs.RamiroHernandez,LucasMartins,RamiroHernandez,LucasMartins,RamiroHernandez,sub,1,7,1
2013-09-04,UFCFightNight:TeixeiravsBader,JosephBenavidezvs.JussierFormiga,JosephBenavidez,JussierFormiga,JosephBenavidez,JussierFormiga,ko,1,5,1
2013-09-04,UFCFightNight:TeixeiravsBader,JoaoZeferinovs.EliasSilverio,EliasSilverio,JoaoZeferino,EliasSilverio,JoaoZeferino,dec,1,8,3
2013-09-04,UFCFightNight:TeixeiravsBader,GloverTeixeiravs.RyanBader,GloverTeixeira,RyanBader,GloverTeixeira,RyanBader,ko,1,11,1
2013-09-04,UFCFightNight:TeixeiravsBader,FranciscoTrinaldovs.PiotrHallmann,FranciscoTrinaldo,PiotrHallmann,PiotrHallmann,FranciscoTrinaldo,sub,0,9,2
2013-09-04,UFCFightNight:TeixeiravsBader,FelipeArantesvs.EdimilsonSouza,EdimilsonSouza,FelipeArantes,EdimilsonSouza,FelipeArantes,dec,1,7,3
2013-09-21,UFC165:JonesvsGustafsson,MitchGagnonvs.DustinKimura,DustinKimura,MitchGagnon,MitchGagnon,DustinKimura,sub,0,6,1
2013-09-21,UFC165:JonesvsGustafsson,RolandDelormevs.AlexCaceres,AlexCaceres,RolandDelorme,AlexCaceres,RolandDelorme,dec,1,7,3
2013-09-21,UFC165:JonesvsGustafsson,ConstantinosPhilippouvs.FrancisCarmont,ConstantinosPhilippou,FrancisCarmont,FrancisCarmont,ConstantinosPhilippou,dec,0,10,3
2013-09-21,UFC165:JonesvsGustafsson,RenanBaraovs.EddieWineland,EddieWineland,RenanBarao,RenanBarao,EddieWineland,ko,0,6,2
2013-09-21,UFC165:JonesvsGustafsson,PatHealyvs.KhabibNurmagomedov,KhabibNurmagomedov,PatHealy,KhabibNurmagomedov,PatHealy,dec,1,8,3
2013-09-21,UFC165:JonesvsGustafsson,NandorGuelminovs.DanielOmielanczuk,DanielOmielanczuk,NandorGuelmino,DanielOmielanczuk,NandorGuelmino,ko,1,12,3
2013-09-21,UFC165:JonesvsGustafsson,ChrisClementsvs.StephenThompson,ChrisClements,StephenThompson,StephenThompson,ChrisClements,ko,0,9,2
2013-09-21,UFC165:JonesvsGustafsson,BrendanSchaubvs.MattMitrione,BrendanSchaub,MattMitrione,BrendanSchaub,MattMitrione,sub,1,12,1
2013-09-21,UFC165:JonesvsGustafsson,JonJonesvs.AlexanderGustafsson,AlexanderGustafsson,JonJones,JonJones,AlexanderGustafsson,dec,0,11,5
2013-09-21,UFC165:JonesvsGustafsson,JohnMakdessivs.ReneeForte,JohnMakdessi,ReneeForte,JohnMakdessi,ReneeForte,ko,1,8,1
2013-09-21,UFC165:JonesvsGustafsson,MichelPrazeresvs.JesseRonson,JesseRonson,MichelPrazeres,MichelPrazeres,JesseRonson,dec,0,8,3
2013-09-21,UFC165:JonesvsGustafsson,MikeRiccivs.MylesJury,MikeRicci,MylesJury,MylesJury,MikeRicci,dec,0,8,3
2013-09-21,UFC165:JonesvsGustafsson,IvanMenjivarvs.WilsonReis,IvanMenjivar,WilsonReis,WilsonReis,IvanMenjivar,dec,0,7,3
2013-10-09,UFCFightNight:MaiavsShields,DemianMaiavs.JakeShields,DemianMaia,JakeShields,JakeShields,DemianMaia,dec,0,9,5
2013-10-09,UFCFightNight:MaiavsShields,AlanPatrickvs.GarettWhiteley,AlanPatrick,GarettWhiteley,AlanPatrick,GarettWhiteley,ko,1,8,1
2013-10-09,UFCFightNight:MaiavsShields,YanCabralvs.DavidMitchell,DavidMitchell,YanCabral,YanCabral,DavidMitchell,dec,0,9,3
2013-10-09,UFCFightNight:MaiavsShields,ThiagoSilvavs.MattHamill,MattHamill,ThiagoSilva,ThiagoSilva,MattHamill,dec,0,11,3
2013-10-09,UFCFightNight:MaiavsShields,RousimarPalharesvs.MikePierce,MikePierce,RousimarPalhares,RousimarPalhares,MikePierce,sub,0,9,1
2013-10-09,UFCFightNight:MaiavsShields,RaphaelAssuncaovs.TJDillashaw,RaphaelAssuncao,TJDillashaw,RaphaelAssuncao,TJDillashaw,dec,1,6,3
2013-10-09,UFCFightNight:MaiavsShields,IliardeSantosvs.ChrisCariaso,ChrisCariaso,IliardeSantos,ChrisCariaso,IliardeSantos,ko,1,5,2
2013-10-09,UFCFightNight:MaiavsShields,IldemarAlcantaravs.IgorAraujo,IgorAraujo,IldemarAlcantara,IgorAraujo,IldemarAlcantara,dec,1,9,3
2013-10-09,UFCFightNight:MaiavsShields,FabioMaldonadovs.JoeyBeltran,FabioMaldonado,JoeyBeltran,FabioMaldonado,JoeyBeltran,dec,1,11,3
2013-10-09,UFCFightNight:MaiavsShields,ErickSilvavs.DongHyunKim,DongHyunKim,ErickSilva,DongHyunKim,ErickSilva,ko,1,9,2
2013-10-19,UFC166:VelasquezvsDosSantos3,CainVelasquezvs.JuniorDosSantos,CainVelasquez,JuniorDosSantos,CainVelasquez,JuniorDosSantos,ko,1,12,5
2013-10-19,UFC166:VelasquezvsDosSantos3,DustinPaguevs.KyojiHoriguchi,DustinPague,KyojiHoriguchi,KyojiHoriguchi,DustinPague,ko,0,6,2
2013-10-19,UFC166:VelasquezvsDosSantos3,DanielCormiervs.RoyNelson,DanielCormier,RoyNelson,DanielCormier,RoyNelson,dec,1,12,3
2013-10-19,UFC166:VelasquezvsDosSantos3,NateMarquardtvs.HectorLombard,HectorLombard,NateMarquardt,HectorLombard,NateMarquardt,ko,1,10,1
2013-10-19,UFC166:VelasquezvsDosSantos3,GabrielGonzagavs.ShawnJordan,GabrielGonzaga,ShawnJordan,GabrielGonzaga,ShawnJordan,ko,1,12,1
2013-10-19,UFC166:VelasquezvsDosSantos3,GeorgeSotiropoulosvs.KJNoons,GeorgeSotiropoulos,KJNoons,KJNoons,GeorgeSotiropoulos,dec,0,8,3
2013-10-19,UFC166:VelasquezvsDosSantos3,GilbertMelendezvs.DiegoSanchez,DiegoSanchez,GilbertMelendez,GilbertMelendez,DiegoSanchez,dec,0,9,3
2013-10-19,UFC166:VelasquezvsDosSantos3,JeremyLarsenvs.AndreFili,AndreFili,JeremyLarsen,AndreFili,JeremyLarsen,ko,1,7,2
2013-10-19,UFC166:VelasquezvsDosSantos3,JohnDodsonvs.DarrellMontague,DarrellMontague,JohnDodson,JohnDodson,DarrellMontague,ko,0,5,1
2013-10-19,UFC166:VelasquezvsDosSantos3,TJWaldburgervs.AdlanAmagov,AdlanAmagov,TJWaldburger,AdlanAmagov,TJWaldburger,ko,1,9,1
2013-10-19,UFC166:VelasquezvsDosSantos3,TimBoetschvs.CBDollaway,CBDollaway,TimBoetsch,TimBoetsch,CBDollaway,dec,0,10,3
2013-10-19,UFC166:VelasquezvsDosSantos3,TonyFergusonvs.MikeRio,MikeRio,TonyFerguson,TonyFerguson,MikeRio,sub,0,8,1
2013-10-26,UFCFightNight:MachidavsMunoz,JimiManuwavs.RyanJimmo,JimiManuwa,RyanJimmo,JimiManuwa,RyanJimmo,ko,1,11,2
2013-10-26,UFCFightNight:MachidavsMunoz,RosiSextonvs.JessicaAndrade,JessicaAndrade,RosiSexton,JessicaAndrade,RosiSexton,dec,1,1,3
2013-10-26,UFCFightNight:MachidavsMunoz,PhilHarrisvs.JohnLineker,JohnLineker,PhilHarris,JohnLineker,PhilHarris,ko,1,6,1
2013-10-26,UFCFightNight:MachidavsMunoz,NormanParkevs.JonTuck,JonTuck,NormanParke,NormanParke,JonTuck,dec,0,8,3
2013-10-26,UFCFightNight:MachidavsMunoz,LyotoMachidavs.MarkMunoz,LyotoMachida,MarkMunoz,LyotoMachida,MarkMunoz,ko,1,10,1
2013-10-26,UFCFightNight:MachidavsMunoz,LukeBarnattvs.AndrewCraig,AndrewCraig,LukeBarnatt,LukeBarnatt,AndrewCraig,sub,0,9,2
2013-10-26,UFCFightNight:MachidavsMunoz,JimyHettesvs.RobertWhiteford,JimyHettes,RobertWhiteford,JimyHettes,RobertWhiteford,sub,1,7,2
2013-10-26,UFCFightNight:MachidavsMunoz,BradScottvs.MichaelKuiper,BradScott,MichaelKuiper,BradScott,MichaelKuiper,sub,1,9,1
2013-10-26,UFCFightNight:MachidavsMunoz,AlIaquintavs.PiotrHallmann,AlIaquinta,PiotrHallmann,AlIaquinta,PiotrHallmann,dec,1,8,3
2013-10-26,UFCFightNight:MachidavsMunoz,AndyOglevs.ColeMiller,AndyOgle,ColeMiller,ColeMiller,AndyOgle,dec,0,7,3
2013-10-26,UFCFightNight:MachidavsMunoz,AlessioSakaravs.NicholasMusoke,AlessioSakara,NicholasMusoke,NicholasMusoke,AlessioSakara,sub,0,10,1
2013-11-06,UFCFightNight:FightfortheTroops3,TimKennedyvs.RafaelNatal,RafaelNatal,TimKennedy,TimKennedy,RafaelNatal,ko,0,10,1
2013-11-06,UFCFightNight:FightfortheTroops3,RonnyMarkesvs.YoelRomero,RonnyMarkes,YoelRomero,YoelRomero,RonnyMarkes,ko,0,10,3
2013-11-06,UFCFightNight:FightfortheTroops3,NeilMagnyvs.SethBaczynski,NeilMagny,SethBaczynski,SethBaczynski,NeilMagny,dec,0,9,3
2013-11-06,UFCFightNight:FightfortheTroops3,LizCarmouchevs.AlexisDavis,AlexisDavis,LizCarmouche,AlexisDavis,LizCarmouche,dec,1,3,3
2013-11-06,UFCFightNight:FightfortheTroops3,JorgeMasvidalvs.RustamKhabilov,JorgeMasvidal,RustamKhabilov,RustamKhabilov,JorgeMasvidal,dec,0,9,3
2013-11-06,UFCFightNight:FightfortheTroops3,KingGreenvs.JamesKrause,JamesKrause,KingGreen,KingGreen,JamesKrause,ko,0,9,1
2013-11-06,UFCFightNight:FightfortheTroops3,DerekBrunsonvs.BrianHouston,BrianHouston,DerekBrunson,DerekBrunson,BrianHouston,sub,0,10,1
2013-11-06,UFCFightNight:FightfortheTroops3,DennisBermudezvs.StevenSiler,DennisBermudez,StevenSiler,DennisBermudez,StevenSiler,dec,1,8,3
2013-11-06,UFCFightNight:FightfortheTroops3,ColtonSmithvs.MichaelChiesa,ColtonSmith,MichaelChiesa,MichaelChiesa,ColtonSmith,sub,0,8,2
2013-11-06,UFCFightNight:FightfortheTroops3,ChrisCamozzivs.LorenzLarkin,ChrisCamozzi,LorenzLarkin,LorenzLarkin,ChrisCamozzi,dec,0,10,3
2013-11-06,UFCFightNight:FightfortheTroops3,AmandaNunesvs.GermainedeRandamie,AmandaNunes,GermainedeRandamie,AmandaNunes,GermainedeRandamie,ko,1,3,1
2013-11-06,UFCFightNight:FightfortheTroops3,GeorgeRoopvs.FranciscoRivera,FranciscoRivera,GeorgeRoop,FranciscoRivera,GeorgeRoop,ko,1,6,2
2013-11-09,UFCFightNight:BelfortvsHenderson2,AdrianoMartinsvs.DaronCruickshank,AdrianoMartins,DaronCruickshank,AdrianoMartins,DaronCruickshank,sub,1,8,2
2013-11-09,UFCFightNight:BelfortvsHenderson2,PauloThiagovs.BrandonThatch,BrandonThatch,PauloThiago,BrandonThatch,PauloThiago,ko,1,9,1
2013-11-09,UFCFightNight:BelfortvsHenderson2,GodofredoPepeyvs.SamSicilia,GodofredoPepey,SamSicilia,SamSicilia,GodofredoPepey,ko,0,7,1
2013-11-09,UFCFightNight:BelfortvsHenderson2,JoseMariavs.DustinOrtiz,DustinOrtiz,JoseMaria,DustinOrtiz,JoseMaria,ko,1,5,3
2013-11-09,UFCFightNight:BelfortvsHenderson2,ThiagoTavaresvs.JustinSalas,JustinSalas,ThiagoTavares,ThiagoTavares,JustinSalas,sub,0,8,1
2013-11-09,UFCFightNight:BelfortvsHenderson2,CezarFerreiravs.DanielSarafian,CezarFerreira,DanielSarafian,CezarFerreira,DanielSarafian,dec,1,10,3
2013-11-09,UFCFightNight:BelfortvsHenderson2,VitorBelfortvs.DanHenderson,DanHenderson,VitorBelfort,VitorBelfort,DanHenderson,ko,0,10,1
2013-11-09,UFCFightNight:BelfortvsHenderson2,RonyJasonvs.JeremyStephens,JeremyStephens,RonyJason,JeremyStephens,RonyJason,ko,1,8,1
2013-11-09,UFCFightNight:BelfortvsHenderson2,SantiagoPonzinibbiovs.RyanLaFlare,RyanLaFlare,SantiagoPonzinibbio,RyanLaFlare,SantiagoPonzinibbio,dec,1,9,3
2013-11-09,UFCFightNight:BelfortvsHenderson2,ThiagoPerpetuovs.OmariAkhmedov,OmariAkhmedov,ThiagoPerpetuo,OmariAkhmedov,ThiagoPerpetuo,ko,1,10,1
2013-11-09,UFCFightNight:BelfortvsHenderson2,RafaelCavalcantevs.IgorPokrajac,IgorPokrajac,RafaelCavalcante,RafaelCavalcante,IgorPokrajac,ko,0,11,1
2013-11-16,UFC167:St-PierrevsHendricks,TimElliottvs.AliBagautinov,AliBagautinov,TimElliott,AliBagautinov,TimElliott,dec,1,5,3
2013-11-16,UFC167:St-PierrevsHendricks,BrianEbersolevs.RickStory,BrianEbersole,RickStory,RickStory,BrianEbersole,dec,0,9,3
2013-11-16,UFC167:St-PierrevsHendricks,CodyDonovanvs.GianVillante,CodyDonovan,GianVillante,GianVillante,CodyDonovan,ko,0,11,2
2013-11-16,UFC167:St-PierrevsHendricks,DonaldCerronevs.EvanDunham,DonaldCerrone,EvanDunham,DonaldCerrone,EvanDunham,sub,1,8,2
2013-11-16,UFC167:St-PierrevsHendricks,WillCampuzanovs.SergioPettis,SergioPettis,WillCampuzano,SergioPettis,WillCampuzano,dec,1,5,3
2013-11-16,UFC167:St-PierrevsHendricks,JasonHighvs.AnthonyLapsley,AnthonyLapsley,JasonHigh,JasonHigh,AnthonyLapsley,dec,0,9,3
2013-11-16,UFC167:St-PierrevsHendricks,JoshKoscheckvs.TyronWoodley,JoshKoscheck,TyronWoodley,TyronWoodley,JoshKoscheck,ko,0,9,1
2013-11-16,UFC167:St-PierrevsHendricks,EdHermanvs.ThalesLeites,EdHerman,ThalesLeites,ThalesLeites,EdHerman,dec,0,11,3
2013-11-16,UFC167:St-PierrevsHendricks,RashadEvansvs.ChaelSonnen,ChaelSonnen,RashadEvans,RashadEvans,ChaelSonnen,ko,0,11,1
2013-11-16,UFC167:St-PierrevsHendricks,RoryMacDonaldvs.RobbieLawler,RobbieLawler,RoryMacDonald,RobbieLawler,RoryMacDonald,dec,1,9,3
2013-11-16,UFC167:St-PierrevsHendricks,ErikPerezvs.EdwinFigueroa,EdwinFigueroa,ErikPerez,ErikPerez,EdwinFigueroa,dec,0,6,3
2013-11-16,UFC167:St-PierrevsHendricks,GeorgesSt-Pierrevs.JohnyHendricks,GeorgesSt-Pierre,JohnyHendricks,GeorgesSt-Pierre,JohnyHendricks,dec,1,10,5
2013-11-30,TheUltimateFighter:TeamRouseyvs.TeamTateFinale,JessamynDukevs.PeggyMorgan,JessamynDuke,PeggyMorgan,JessamynDuke,PeggyMorgan,dec,1,3,3
2013-11-30,TheUltimateFighter:TeamRouseyvs.TeamTateFinale,AkiraCorassanivs.MaximoBlanco,AkiraCorassani,MaximoBlanco,AkiraCorassani,MaximoBlanco,dec,1,7,1
2013-11-30,TheUltimateFighter:TeamRouseyvs.TeamTateFinale,JoshSampovs.RyanBenoit,JoshSampo,RyanBenoit,JoshSampo,RyanBenoit,sub,1,5,2
2013-11-30,TheUltimateFighter:TeamRouseyvs.TeamTateFinale,ChrisHoldsworthvs.DaveyGrant,ChrisHoldsworth,DaveyGrant,ChrisHoldsworth,DaveyGrant,sub,1,6,2
2013-11-30,TheUltimateFighter:TeamRouseyvs.TeamTateFinale,JaredRosholtvs.WaltHarris,JaredRosholt,WaltHarris,JaredRosholt,WaltHarris,dec,1,12,3
2013-11-30,TheUltimateFighter:TeamRouseyvs.TeamTateFinale,JuliannaPenavs.JessicaRakoczy,JessicaRakoczy,JuliannaPena,JuliannaPena,JessicaRakoczy,ko,0,1,1
2013-11-30,TheUltimateFighter:TeamRouseyvs.TeamTateFinale,RaniYahyavs.TomNiinimaki,RaniYahya,TomNiinimaki,TomNiinimaki,RaniYahya,dec,0,6,3
2013-11-30,TheUltimateFighter:TeamRouseyvs.TeamTateFinale,RoxanneModafferivs.RaquelPennington,RaquelPennington,RoxanneModafferi,RaquelPennington,RoxanneModafferi,dec,1,3,3
2013-11-30,TheUltimateFighter:TeamRouseyvs.TeamTateFinale,SeanSpencervs.DrewDober,DrewDober,SeanSpencer,SeanSpencer,DrewDober,dec,0,8,3
2013-11-30,TheUltimateFighter:TeamRouseyvs.TeamTateFinale,GrayMaynardvs.NateDiaz,GrayMaynard,NateDiaz,NateDiaz,GrayMaynard,ko,0,8,1
2013-12-06,UFCFightNight:HuntvsBigfoot,RyanBadervs.AnthonyPerosh,AnthonyPerosh,RyanBader,RyanBader,AnthonyPerosh,dec,0,11,3
2013-12-06,UFCFightNight:HuntvsBigfoot,BrunoSantosvs.KrzysztofJotko,BrunoSantos,KrzysztofJotko,KrzysztofJotko,BrunoSantos,dec,0,10,3
2013-12-06,UFCFightNight:HuntvsBigfoot,PatBarryvs.SoaPalelei,PatBarry,SoaPalelei,SoaPalelei,PatBarry,ko,0,12,1
2013-12-06,UFCFightNight:HuntvsBigfoot,MauricioRuavs.JamesTeHuna,JamesTeHuna,MauricioRua,MauricioRua,JamesTeHuna,ko,0,10,1
2013-12-06,UFCFightNight:HuntvsBigfoot,MarkHuntvs.AntonioSilva,AntonioSilva,MarkHunt,MarkHunt,AntonioSilva,dec,0,12,5
2013-12-06,UFCFightNight:HuntvsBigfoot,JulieKedzievs.BetheCorreia,BetheCorreia,JulieKedzie,BetheCorreia,JulieKedzie,dec,1,3,3
2013-12-06,UFCFightNight:HuntvsBigfoot,DylanAndrewsvs.ClintHester,ClintHester,DylanAndrews,ClintHester,DylanAndrews,ko,1,11,2
2013-12-06,UFCFightNight:HuntvsBigfoot,BenWallvs.AlexGarcia,AlexGarcia,BenWall,AlexGarcia,BenWall,ko,1,9,1
2013-12-06,UFCFightNight:HuntvsBigfoot,RichieVaculikvs.JustinScoggins,JustinScoggins,RichieVaculik,JustinScoggins,RichieVaculik,ko,1,5,1
2013-12-06,UFCFightNight:HuntvsBigfoot,TakeyaMizugakivs.NamPhan,NamPhan,TakeyaMizugaki,TakeyaMizugaki,NamPhan,dec,0,6,3
2013-12-06,UFCFightNight:HuntvsBigfoot,NickRingvs.CaioMagalhaes,CaioMagalhaes,NickRing,CaioMagalhaes,NickRing,dec,1,10,3
2013-12-14,UFConFOX:Johnsonvs.Benavidez2,AbelTrujillovs.RogerBowling,AbelTrujillo,RogerBowling,AbelTrujillo,RogerBowling,ko,1,8,2
2013-12-14,UFConFOX:Johnsonvs.Benavidez2,DannyCastillovs.EdsonBarboza,DannyCastillo,EdsonBarboza,EdsonBarboza,DannyCastillo,dec,0,8,3
2013-12-14,UFConFOX:Johnsonvs.Benavidez2,DarrenUyenoyamavs.AlptekinOzkilic,AlptekinOzkilic,DarrenUyenoyama,AlptekinOzkilic,DarrenUyenoyama,dec,1,5,3
2013-12-14,UFConFOX:Johnsonvs.Benavidez2,DemetriousJohnsonvs.JosephBenavidez,DemetriousJohnson,JosephBenavidez,DemetriousJohnson,JosephBenavidez,ko,1,5,1
2013-12-14,UFConFOX:Johnsonvs.Benavidez2,JoeLauzonvs.MacDanzig,JoeLauzon,MacDanzig,JoeLauzon,MacDanzig,dec,1,8,3
2013-12-14,UFConFOX:Johnsonvs.Benavidez2,KingGreenvs.PatHealy,KingGreen,PatHealy,KingGreen,PatHealy,dec,1,8,3
2013-12-14,UFConFOX:Johnsonvs.Benavidez2,SamStoutvs.CodyMcKenzie,CodyMcKenzie,SamStout,SamStout,CodyMcKenzie,dec,0,8,3
2013-12-14,UFConFOX:Johnsonvs.Benavidez2,ScottJorgensenvs.ZachMakovsky,ScottJorgensen,ZachMakovsky,ZachMakovsky,ScottJorgensen,dec,0,6,3
2013-12-14,UFConFOX:Johnsonvs.Benavidez2,UrijahFabervs.MichaelMcDonald,MichaelMcDonald,UrijahFaber,UrijahFaber,MichaelMcDonald,sub,0,6,2
2013-12-14,UFConFOX:Johnsonvs.Benavidez2,CourtMcGeevs.RyanLaFlare,CourtMcGee,RyanLaFlare,RyanLaFlare,CourtMcGee,dec,0,9,3
2013-12-14,UFConFOX:Johnsonvs.Benavidez2,ChadMendesvs.NikLentz,ChadMendes,NikLentz,ChadMendes,NikLentz,dec,1,7,3
2013-12-28,UFC168:WeidmanvsSilva2,WilliamMacariovs.BobbyVoelker,BobbyVoelker,WilliamMacario,WilliamMacario,BobbyVoelker,dec,0,9,3
2013-12-28,UFC168:WeidmanvsSilva2,ChrisLebenvs.UriahHall,ChrisLeben,UriahHall,UriahHall,ChrisLeben,ko,0,10,1
2013-12-28,UFC168:WeidmanvsSilva2,ChrisWeidmanvs.AndersonSilva,AndersonSilva,ChrisWeidman,ChrisWeidman,AndersonSilva,ko,0,10,2
2013-12-28,UFC168:WeidmanvsSilva2,DustinPoiriervs.DiegoBrandao,DiegoBrandao,DustinPoirier,DustinPoirier,DiegoBrandao,ko,0,7,1
2013-12-28,UFC168:WeidmanvsSilva2,GleisonTibauvs.MichaelJohnson,GleisonTibau,MichaelJohnson,MichaelJohnson,GleisonTibau,ko,0,8,2
2013-12-28,UFC168:WeidmanvsSilva2,RondaRouseyvs.MieshaTate,MieshaTate,RondaRousey,RondaRousey,MieshaTate,sub,0,3,3
2013-12-28,UFC168:WeidmanvsSilva2,JimMillervs.FabricioCamoes,FabricioCamoes,JimMiller,JimMiller,FabricioCamoes,sub,0,8,1
2013-12-28,UFC168:WeidmanvsSilva2,JohnHowardvs.SiyarBahadurzada,JohnHoward,SiyarBahadurzada,JohnHoward,SiyarBahadurzada,dec,1,9,3
2013-12-28,UFC168:WeidmanvsSilva2,JoshBarnettvs.TravisBrowne,JoshBarnett,TravisBrowne,TravisBrowne,JoshBarnett,ko,0,12,1
2013-12-28,UFC168:WeidmanvsSilva2,RobertPeraltavs.EstevanPayan,EstevanPayan,RobertPeralta,RobertPeralta,EstevanPayan,ko,0,7,3
2014-01-04,UFCFightNight:SaffiedinevsLim,TarecSaffiedinevs.HyunGyuLim,HyunGyuLim,TarecSaffiedine,TarecSaffiedine,HyunGyuLim,dec,0,9,5
2014-01-04,UFCFightNight:SaffiedinevsLim,RoystonWeevs.DaveGalera,DaveGalera,RoystonWee,RoystonWee,DaveGalera,dec,0,6,3
2014-01-04,UFCFightNight:SaffiedinevsLim,MaxHollowayvs.WillChope,MaxHolloway,WillChope,MaxHolloway,WillChope,ko,1,8,2
2014-01-04,UFCFightNight:SaffiedinevsLim,MairbekTaisumovvs.TaeHyunBang,MairbekTaisumov,TaeHyunBang,MairbekTaisumov,TaeHyunBang,dec,1,8,3
2014-01-04,UFCFightNight:SaffiedinevsLim,LeandroIssavs.RussellDoane,LeandroIssa,RussellDoane,RussellDoane,LeandroIssa,sub,0,6,2
2014-01-04,UFCFightNight:SaffiedinevsLim,DustinKimuravs.JonDelosReyes,DustinKimura,JonDelosReyes,DustinKimura,JonDelosReyes,sub,1,6,1
2014-01-04,UFCFightNight:SaffiedinevsLim,KatsunoriKikunovs.QuinnMulhern,KatsunoriKikuno,QuinnMulhern,KatsunoriKikuno,QuinnMulhern,dec,1,7,3
2014-01-04,UFCFightNight:SaffiedinevsLim,KiichiKunimotovs.LuizDutra,KiichiKunimoto,LuizDutra,KiichiKunimoto,LuizDutra,dec,1,9,1
2014-01-04,UFCFightNight:SaffiedinevsLim,KyungHoKangvs.ShunichiShimizu,KyungHoKang,ShunichiShimizu,KyungHoKang,ShunichiShimizu,sub,1,6,3
2014-01-04,UFCFightNight:SaffiedinevsLim,TatsuyaKawajirivs.SeanSoriano,SeanSoriano,TatsuyaKawajiri,TatsuyaKawajiri,SeanSoriano,sub,0,7,2
2014-01-15,UFCFightNight:RockholdvsPhilippou,AlptekinOzkilicvs.LouisSmolka,AlptekinOzkilic,LouisSmolka,LouisSmolka,AlptekinOzkilic,dec,0,5,3
2014-01-15,UFCFightNight:RockholdvsPhilippou,CharlieBrennemanvs.BeneilDariush,BeneilDariush,CharlieBrenneman,BeneilDariush,CharlieBrenneman,sub,1,8,1
2014-01-15,UFCFightNight:RockholdvsPhilippou,IsaacVallie-Flaggvs.EliasSilverio,EliasSilverio,IsaacVallie-Flagg,EliasSilverio,IsaacVallie-Flagg,dec,1,8,3
2014-01-15,UFCFightNight:RockholdvsPhilippou,JohnMoragavs.DustinOrtiz,DustinOrtiz,JohnMoraga,JohnMoraga,DustinOrtiz,dec,0,5,3
2014-01-15,UFCFightNight:RockholdvsPhilippou,RamseyNijemvs.JustinEdwards,JustinEdwards,RamseyNijem,RamseyNijem,JustinEdwards,dec,0,8,3
2014-01-15,UFCFightNight:RockholdvsPhilippou,TJDillashawvs.MikeEaston,MikeEaston,TJDillashaw,TJDillashaw,MikeEaston,dec,0,6,3
2014-01-15,UFCFightNight:RockholdvsPhilippou,TrevorSmithvs.BrianHouston,BrianHouston,TrevorSmith,TrevorSmith,BrianHouston,dec,0,10,3
