DATE,jevent,jbout,f1,f2,winner,loser,method,f1_win,weightindex,finish_round
1999-07-16,UFC21:ReturnoftheChampions,TsuyoshiKohsakavs.TimLajcik,TimLajcik,TsuyoshiKohsaka,TsuyoshiKohsaka,TimLajcik,ko,0,11,2
1999-07-16,UFC21:ReturnoftheChampions,JeremyHornvs.DaijuTakase,DaijuTakase,JeremyHorn,JeremyHorn,DaijuTakase,ko,0,9,1
1999-07-16,UFC21:ReturnoftheChampions,EugeneJacksonvs.RoyceAlger,EugeneJackson,RoyceAlger,EugeneJackson,RoyceAlger,ko,1,10,2
1999-09-24,UFC22:OnlyOneCanbeChampion,BradKohlervs.SteveJudson,BradKohler,SteveJudson,BradKohler,SteveJudson,ko,1,11,1
1999-09-24,UFC22:OnlyOneCanbeChampion,ChuckLiddellvs.PaulJones,ChuckLiddell,PaulJones,ChuckLiddell,PaulJones,ko,1,11,1
1999-09-24,UFC22:OnlyOneCanbeChampion,FrankShamrockvs.TitoOrtiz,FrankShamrock,TitoOrtiz,FrankShamrock,TitoOrtiz,ko,1,10,4
1999-09-24,UFC22:OnlyOneCanbeChampion,JensPulvervs.AlfonsoAlcarez,AlfonsoAlcarez,JensPulver,JensPulver,AlfonsoAlcarez,dec,0,7,2
1999-09-24,UFC22:OnlyOneCanbeChampion,JeremyHornvs.JasonGodsey,JasonGodsey,JeremyHorn,JeremyHorn,JasonGodsey,sub,0,11,1
1999-09-24,UFC22:OnlyOneCanbeChampion,JohnLewisvs.LowellAnderson,JohnLewis,LowellAnderson,JohnLewis,LowellAnderson,ko,1,8,3
1999-09-24,UFC22:OnlyOneCanbeChampion,TimLajcikvs.RonWaterman,RonWaterman,TimLajcik,TimLajcik,RonWaterman,dec,0,12,3
1999-09-24,UFC22:OnlyOneCanbeChampion,MattHughesvs.ValeriIgnatov,MattHughes,ValeriIgnatov,MattHughes,ValeriIgnatov,dec,1,9,3
1999-11-19,UFC23:UltimateJapan2,KevinRandlemanvs.PeteWilliams,KevinRandleman,PeteWilliams,KevinRandleman,PeteWilliams,dec,1,11,5
1999-11-19,UFC23:UltimateJapan2,EugeneJacksonvs.KeiichiroYamamiya,EugeneJackson,KeiichiroYamamiya,EugeneJackson,KeiichiroYamamiya,ko,1,10,3
1999-11-19,UFC23:UltimateJapan2,KenichiYamamotovs.DaijuTakase,DaijuTakase,KenichiYamamoto,KenichiYamamoto,DaijuTakase,dec,0,9,3
1999-11-19,UFC23:UltimateJapan2,KatsuhisaFujiivs.MasutatsuYano,KatsuhisaFujii,MasutatsuYano,KatsuhisaFujii,MasutatsuYano,ko,1,0,2
1999-11-19,UFC23:UltimateJapan2,KenichiYamamotovs.KatsuhisaFujii,KatsuhisaFujii,KenichiYamamoto,KenichiYamamoto,KatsuhisaFujii,sub,0,11,2
1999-11-19,UFC23:UltimateJapan2,PedroRizzovs.TsuyoshiKohsaka,PedroRizzo,TsuyoshiKohsaka,PedroRizzo,TsuyoshiKohsaka,ko,1,12,3
1999-11-19,UFC23:UltimateJapan2,JoeSlickvs.JasonDeLucia,JasonDeLucia,JoeSlick,JoeSlick,JasonDeLucia,ko,0,10,1
2000-03-10,UFC24:FirstDefense,ShonieCartervs.BradGumm,BradGumm,ShonieCarter,ShonieCarter,BradGumm,dec,0,9,2
2000-03-10,UFC24:FirstDefense,ScottAdamsvs.IanFreeman,IanFreeman,ScottAdams,ScottAdams,IanFreeman,sub,0,11,1
2000-03-10,UFC24:FirstDefense,LanceGibsonvs.JermaineAndre,JermaineAndre,LanceGibson,LanceGibson,JermaineAndre,ko,0,11,3
2000-03-10,UFC24:FirstDefense,JensPulvervs.DavidVelasquez,DavidVelasquez,JensPulver,JensPulver,DavidVelasquez,ko,0,7,2
2000-03-10,UFC24:FirstDefense,DaveMennevs.FabianoIha,DaveMenne,FabianoIha,DaveMenne,FabianoIha,dec,1,9,3
2000-03-10,UFC24:FirstDefense,BobCookvs.TikiGhosn,BobCook,TikiGhosn,BobCook,TikiGhosn,sub,1,9,2
2000-03-10,UFC24:FirstDefense,TeddWilliamsvs.SteveJudson,SteveJudson,TeddWilliams,TeddWilliams,SteveJudson,ko,0,11,1
2000-04-14,UFC25:UltimateJapan3,TitoOrtizvs.WanderleiSilva,TitoOrtiz,WanderleiSilva,TitoOrtiz,WanderleiSilva,dec,1,11,5
2000-04-14,UFC25:UltimateJapan3,SanaeKikutavs.EugeneJackson,EugeneJackson,SanaeKikuta,SanaeKikuta,EugeneJackson,sub,0,10,1
2000-04-14,UFC25:UltimateJapan3,RonWatermanvs.SatoshiHonma,RonWaterman,SatoshiHonma,RonWaterman,SatoshiHonma,dec,1,12,3
2000-04-14,UFC25:UltimateJapan3,MuriloBustamantevs.YojiAnjo,MuriloBustamante,YojiAnjo,MuriloBustamante,YojiAnjo,sub,1,10,2
2000-04-14,UFC25:UltimateJapan3,LaverneClarkvs.KojiOishi,KojiOishi,LaverneClark,LaverneClark,KojiOishi,dec,0,9,3
2000-04-14,UFC25:UltimateJapan3,IkuhisaMinowavs.JoeSlick,IkuhisaMinowa,JoeSlick,IkuhisaMinowa,JoeSlick,ko,1,10,3
2000-06-09,UFC26:UltimateFieldOfDreams,ShonieCartervs.AdrianSerrano,AdrianSerrano,ShonieCarter,ShonieCarter,AdrianSerrano,dec,0,9,2
2000-06-09,UFC26:UltimateFieldOfDreams,TyroneRobertsvs.DavidDodd,DavidDodd,TyroneRoberts,TyroneRoberts,DavidDodd,dec,0,11,3
2000-06-09,UFC26:UltimateFieldOfDreams,PatMiletichvs.JohnAlessio,JohnAlessio,PatMiletich,PatMiletich,JohnAlessio,sub,0,8,2
2000-06-09,UFC26:UltimateFieldOfDreams,MattHughesvs.MarceloAguiar,MarceloAguiar,MattHughes,MattHughes,MarceloAguiar,ko,0,9,1
2000-06-09,UFC26:UltimateFieldOfDreams,KevinRandlemanvs.PedroRizzo,KevinRandleman,PedroRizzo,KevinRandleman,PedroRizzo,dec,1,11,5
2000-06-09,UFC26:UltimateFieldOfDreams,JensPulvervs.JoaoRoque,JensPulver,JoaoRoque,JensPulver,JoaoRoque,dec,1,7,3
2000-06-09,UFC26:UltimateFieldOfDreams,IanFreemanvs.NateSchroeder,IanFreeman,NateSchroeder,IanFreeman,NateSchroeder,ko,1,11,2
2000-06-09,UFC26:UltimateFieldOfDreams,AmauryBitettivs.AlexAndrade,AlexAndrade,AmauryBitetti,AmauryBitetti,AlexAndrade,dec,0,11,2
2000-09-22,UFC27:UltimateBadBoyz,YukiKondovs.AlexandreDantas,AlexandreDantas,YukiKondo,YukiKondo,AlexandreDantas,ko,0,12,3
2000-09-22,UFC27:UltimateBadBoyz,PedroRizzovs.DanSevern,DanSevern,PedroRizzo,PedroRizzo,DanSevern,ko,0,12,1
2000-09-22,UFC27:UltimateBadBoyz,MauriceSmithvs.BobbyHoffman,BobbyHoffman,MauriceSmith,MauriceSmith,BobbyHoffman,dec,0,12,3
2000-09-22,UFC27:UltimateBadBoyz,JeffMonsonvs.TimLajcik,JeffMonson,TimLajcik,JeffMonson,TimLajcik,dec,1,12,2
2000-09-22,UFC27:UltimateBadBoyz,IanFreemanvs.TeddWilliams,IanFreeman,TeddWilliams,IanFreeman,TeddWilliams,dec,1,11,3
2000-09-22,UFC27:UltimateBadBoyz,FabianoIhavs.LaverneClark,FabianoIha,LaverneClark,FabianoIha,LaverneClark,sub,1,8,1
2000-09-22,UFC27:UltimateBadBoyz,BradGummvs.CJFernandes,BradGumm,CJFernandes,CJFernandes,BradGumm,dec,0,9,2
2000-09-22,UFC27:UltimateBadBoyz,JeremyHornvs.EugeneJackson,EugeneJackson,JeremyHorn,JeremyHorn,EugeneJackson,sub,0,10,1
2000-11-17,UFC28:HighStakes,RandyCouturevs.KevinRandleman,KevinRandleman,RandyCouture,RandyCouture,KevinRandleman,ko,0,11,3
2000-11-17,UFC28:HighStakes,JensPulvervs.JohnLewis,JensPulver,JohnLewis,JensPulver,JohnLewis,ko,1,7,1
2000-11-17,UFC28:HighStakes,JoshBarnettvs.GanMcGee,GanMcGee,JoshBarnett,JoshBarnett,GanMcGee,ko,0,12,2
2000-11-17,UFC28:HighStakes,MarkHughesvs.AlexStiebling,AlexStiebling,MarkHughes,MarkHughes,AlexStiebling,dec,0,11,2
2000-11-17,UFC28:HighStakes,RenatoSobralvs.MauriceSmith,MauriceSmith,RenatoSobral,RenatoSobral,MauriceSmith,dec,0,11,3
2000-11-17,UFC28:HighStakes,BenEarwoodvs.ChrisLytle,BenEarwood,ChrisLytle,BenEarwood,ChrisLytle,dec,1,9,2
2000-11-17,UFC28:HighStakes,AndreiArlovskivs.AaronBrink,AaronBrink,AndreiArlovski,AndreiArlovski,AaronBrink,sub,0,11,1
2000-12-16,UFC29:DefenseoftheBelts,TitoOrtizvs.YukiKondo,TitoOrtiz,YukiKondo,TitoOrtiz,YukiKondo,sub,1,11,1
2000-12-16,UFC29:DefenseoftheBelts,MattLindlandvs.YojiAnjo,MattLindland,YojiAnjo,MattLindland,YojiAnjo,ko,1,10,1
2000-12-16,UFC29:DefenseoftheBelts,FabianoIhavs.DaijuTakase,DaijuTakase,FabianoIha,FabianoIha,DaijuTakase,ko,0,9,1
2000-12-16,UFC29:DefenseoftheBelts,EvanTannervs.LanceGibson,EvanTanner,LanceGibson,EvanTanner,LanceGibson,ko,1,10,1
2000-12-16,UFC29:DefenseoftheBelts,DennisHallmanvs.MattHughes,DennisHallman,MattHughes,DennisHallman,MattHughes,sub,1,8,1
2000-12-16,UFC29:DefenseoftheBelts,ChuckLiddellvs.JeffMonson,ChuckLiddell,JeffMonson,ChuckLiddell,JeffMonson,dec,1,11,3
2000-12-16,UFC29:DefenseoftheBelts,PatMiletichvs.KenichiYamamoto,KenichiYamamoto,PatMiletich,PatMiletich,KenichiYamamoto,sub,0,9,2
2001-02-23,UFC30:BattleontheBoardwalk,FabianoIhavs.PhilJohns,FabianoIha,PhilJohns,FabianoIha,PhilJohns,sub,1,8,1
2001-02-23,UFC30:BattleontheBoardwalk,JensPulvervs.CaolUno,CaolUno,JensPulver,JensPulver,CaolUno,dec,0,8,5
2001-02-23,UFC30:BattleontheBoardwalk,ElvisSinosicvs.JeremyHorn,ElvisSinosic,JeremyHorn,ElvisSinosic,JeremyHorn,sub,1,11,1
2001-02-23,UFC30:BattleontheBoardwalk,PhilBaronivs.CurtisStout,CurtisStout,PhilBaroni,PhilBaroni,CurtisStout,dec,0,10,2
2001-02-23,UFC30:BattleontheBoardwalk,SeanSherkvs.TikiGhosn,SeanSherk,TikiGhosn,SeanSherk,TikiGhosn,sub,1,8,2
2001-02-23,UFC30:BattleontheBoardwalk,TitoOrtizvs.EvanTanner,EvanTanner,TitoOrtiz,TitoOrtiz,EvanTanner,ko,0,10,1
2001-02-23,UFC30:BattleontheBoardwalk,PedroRizzovs.JoshBarnett,JoshBarnett,PedroRizzo,PedroRizzo,JoshBarnett,ko,0,12,2
2001-05-04,UFC31:LockedandLoaded,BJPennvs.JoeyGilbert,BJPenn,JoeyGilbert,BJPenn,JoeyGilbert,ko,1,8,1
2001-05-04,UFC31:LockedandLoaded,CarlosNewtonvs.PatMiletich,CarlosNewton,PatMiletich,CarlosNewton,PatMiletich,sub,1,9,3
2001-05-04,UFC31:LockedandLoaded,ChuckLiddellvs.KevinRandleman,ChuckLiddell,KevinRandleman,ChuckLiddell,KevinRandleman,ko,1,11,1
2001-05-04,UFC31:LockedandLoaded,TonyDeSouzavs.SteveBerger,SteveBerger,TonyDeSouza,TonyDeSouza,SteveBerger,dec,0,9,3
2001-05-04,UFC31:LockedandLoaded,RandyCouturevs.PedroRizzo,PedroRizzo,RandyCouture,RandyCouture,PedroRizzo,dec,0,12,5
2001-05-04,UFC31:LockedandLoaded,SemmySchiltvs.PeteWilliams,PeteWilliams,SemmySchilt,SemmySchilt,PeteWilliams,ko,0,12,2
2001-05-04,UFC31:LockedandLoaded,ShonieCartervs.MattSerra,MattSerra,ShonieCarter,ShonieCarter,MattSerra,ko,0,9,3
2001-05-04,UFC31:LockedandLoaded,MattLindlandvs.RicardoAlmeida,MattLindland,RicardoAlmeida,MattLindland,RicardoAlmeida,dec,1,10,3
2001-06-29,UFC32:ShowdownintheMeadowlands,PatMiletichvs.ShonieCarter,PatMiletich,ShonieCarter,PatMiletich,ShonieCarter,ko,1,9,2
2001-06-29,UFC32:ShowdownintheMeadowlands,VladimirMatyushenkovs.YukiKondo,VladimirMatyushenko,YukiKondo,VladimirMatyushenko,YukiKondo,dec,1,11,3
2001-06-29,UFC32:ShowdownintheMeadowlands,TonyDeSouzavs.PaulRodriguez,PaulRodriguez,TonyDeSouza,TonyDeSouza,PaulRodriguez,sub,0,8,1
2001-06-29,UFC32:ShowdownintheMeadowlands,TitoOrtizvs.ElvisSinosic,ElvisSinosic,TitoOrtiz,TitoOrtiz,ElvisSinosic,ko,0,11,1
2001-06-29,UFC32:ShowdownintheMeadowlands,RiccoRodriguezvs.AndreiArlovski,AndreiArlovski,RiccoRodriguez,RiccoRodriguez,AndreiArlovski,ko,0,12,3
2001-06-29,UFC32:ShowdownintheMeadowlands,CaolUnovs.FabianoIha,CaolUno,FabianoIha,CaolUno,FabianoIha,ko,1,8,1
2001-06-29,UFC32:ShowdownintheMeadowlands,BJPennvs.DinThomas,BJPenn,DinThomas,BJPenn,DinThomas,ko,1,8,1
2001-06-29,UFC32:ShowdownintheMeadowlands,JoshBarnettvs.SemmySchilt,JoshBarnett,SemmySchilt,JoshBarnett,SemmySchilt,sub,1,12,1
2001-09-28,UFC33:VictoryinVegas,RicardoAlmeidavs.EugeneJackson,EugeneJackson,RicardoAlmeida,RicardoAlmeida,EugeneJackson,sub,0,10,1
2001-09-28,UFC33:VictoryinVegas,TitoOrtizvs.VladimirMatyushenko,TitoOrtiz,VladimirMatyushenko,TitoOrtiz,VladimirMatyushenko,dec,1,11,5
2001-09-28,UFC33:VictoryinVegas,MattSerravs.YvesEdwards,MattSerra,YvesEdwards,MattSerra,YvesEdwards,dec,1,9,3
2001-09-28,UFC33:VictoryinVegas,JensPulvervs.DennisHallman,DennisHallman,JensPulver,JensPulver,DennisHallman,dec,0,8,5
2001-09-28,UFC33:VictoryinVegas,DinThomasvs.FabianoIha,DinThomas,FabianoIha,DinThomas,FabianoIha,dec,1,8,3
2001-09-28,UFC33:VictoryinVegas,DaveMennevs.GilCastillo,DaveMenne,GilCastillo,DaveMenne,GilCastillo,dec,1,9,5
2001-09-28,UFC33:VictoryinVegas,ChuckLiddellvs.MuriloBustamante,ChuckLiddell,MuriloBustamante,ChuckLiddell,MuriloBustamante,dec,1,11,3
2001-09-28,UFC33:VictoryinVegas,JutaroNakaovs.TonyDeSouza,JutaroNakao,TonyDeSouza,JutaroNakao,TonyDeSouza,ko,1,9,2
2001-11-02,UFC34:HighVoltage,FrankMirvs.RobertoTraven,FrankMir,RobertoTraven,FrankMir,RobertoTraven,sub,1,12,1
2001-11-02,UFC34:HighVoltage,MattHughesvs.CarlosNewton,CarlosNewton,MattHughes,MattHughes,CarlosNewton,ko,0,9,2
2001-11-02,UFC34:HighVoltage,JoshBarnettvs.BobbyHoffman,BobbyHoffman,JoshBarnett,JoshBarnett,BobbyHoffman,ko,0,12,2
2001-11-02,UFC34:HighVoltage,EvanTannervs.HomerMoore,EvanTanner,HomerMoore,EvanTanner,HomerMoore,sub,1,10,2
2001-11-02,UFC34:HighVoltage,BJPennvs.CaolUno,BJPenn,CaolUno,BJPenn,CaolUno,ko,1,8,1
2001-11-02,UFC34:HighVoltage,RiccoRodriguezvs.PeteWilliams,PeteWilliams,RiccoRodriguez,RiccoRodriguez,PeteWilliams,ko,0,12,2
2001-11-02,UFC34:HighVoltage,MattLindlandvs.PhilBaroni,MattLindland,PhilBaroni,MattLindland,PhilBaroni,dec,1,10,3
2001-11-02,UFC34:HighVoltage,RandyCouturevs.PedroRizzo,PedroRizzo,RandyCouture,RandyCouture,PedroRizzo,ko,0,12,3
2002-01-11,UFC35:Throwdown,MuriloBustamantevs.DaveMenne,DaveMenne,MuriloBustamante,MuriloBustamante,DaveMenne,ko,0,9,2
2002-01-11,UFC35:Throwdown,JensPulvervs.BJPenn,BJPenn,JensPulver,JensPulver,BJPenn,dec,0,8,5
2002-01-11,UFC35:Throwdown,AndreiSemenovvs.RicardoAlmeida,AndreiSemenov,RicardoAlmeida,AndreiSemenov,RicardoAlmeida,ko,1,10,2
2002-01-11,UFC35:Throwdown,GilCastillovs.ChrisBrennan,ChrisBrennan,GilCastillo,GilCastillo,ChrisBrennan,dec,0,9,3
2002-01-11,UFC35:Throwdown,ChuckLiddellvs.AmarSuloev,AmarSuloev,ChuckLiddell,ChuckLiddell,AmarSuloev,dec,0,10,3
2002-01-11,UFC35:Throwdown,EugeneJacksonvs.KeithRockel,EugeneJackson,KeithRockel,EugeneJackson,KeithRockel,sub,1,10,2
2002-01-11,UFC35:Throwdown,KevinRandlemanvs.RenatoSobral,KevinRandleman,RenatoSobral,KevinRandleman,RenatoSobral,dec,1,11,3
2002-01-11,UFC35:Throwdown,RiccoRodriguezvs.JeffMonson,JeffMonson,RiccoRodriguez,RiccoRodriguez,JeffMonson,ko,0,12,3
2002-03-22,UFC36:WorldsCollide,SeanSherkvs.JutaroNakao,JutaroNakao,SeanSherk,SeanSherk,JutaroNakao,dec,0,9,3
2002-03-22,UFC36:WorldsCollide,EvanTannervs.ElvisSinosic,ElvisSinosic,EvanTanner,EvanTanner,ElvisSinosic,ko,0,11,1
2002-03-22,UFC36:WorldsCollide,MattLindlandvs.PatMiletich,MattLindland,PatMiletich,MattLindland,PatMiletich,ko,1,10,1
2002-03-22,UFC36:WorldsCollide,MattHughesvs.HayatoSakurai,HayatoSakurai,MattHughes,MattHughes,HayatoSakurai,ko,0,9,4
2002-03-22,UFC36:WorldsCollide,JoshBarnettvs.RandyCouture,JoshBarnett,RandyCouture,JoshBarnett,RandyCouture,ko,1,12,2
2002-03-22,UFC36:WorldsCollide,FrankMirvs.PeteWilliams,FrankMir,PeteWilliams,FrankMir,PeteWilliams,sub,1,12,1
2002-03-22,UFC36:WorldsCollide,MattSerravs.KellyDullanty,KellyDullanty,MattSerra,MattSerra,KellyDullanty,sub,0,8,1
2002-03-22,UFC36:WorldsCollide,PedroRizzovs.AndreiArlovski,AndreiArlovski,PedroRizzo,PedroRizzo,AndreiArlovski,ko,0,12,3
2002-05-10,UFC37:HighImpact,BJPennvs.PaulCreighton,BJPenn,PaulCreighton,BJPenn,PaulCreighton,ko,1,8,2
2002-05-10,UFC37:HighImpact,CaolUnovs.YvesEdwards,CaolUno,YvesEdwards,CaolUno,YvesEdwards,dec,1,8,3
2002-05-10,UFC37:HighImpact,MuriloBustamantevs.MattLindland,MattLindland,MuriloBustamante,MuriloBustamante,MattLindland,sub,0,10,3
2002-05-10,UFC37:HighImpact,PhilBaronivs.AmarSuloev,AmarSuloev,PhilBaroni,PhilBaroni,AmarSuloev,ko,0,10,1
2002-05-10,UFC37:HighImpact,RiccoRodriguezvs.TsuyoshiKohsaka,RiccoRodriguez,TsuyoshiKohsaka,RiccoRodriguez,TsuyoshiKohsaka,ko,1,12,2
2002-05-10,UFC37:HighImpact,RobbieLawlervs.AaronRiley,AaronRiley,RobbieLawler,RobbieLawler,AaronRiley,dec,0,8,3
2002-05-10,UFC37:HighImpact,IvanSalaverryvs.AndreiSemenov,AndreiSemenov,IvanSalaverry,IvanSalaverry,AndreiSemenov,ko,0,10,3
2002-06-22,UFC37.5:AsRealAsItGets,ChuckLiddellvs.VitorBelfort,ChuckLiddell,VitorBelfort,ChuckLiddell,VitorBelfort,dec,1,11,3
2002-06-22,UFC37.5:AsRealAsItGets,PeteSprattvs.ZachLight,PeteSpratt,ZachLight,PeteSpratt,ZachLight,sub,1,9,1
2002-06-22,UFC37.5:AsRealAsItGets,RobbieLawlervs.SteveBerger,RobbieLawler,SteveBerger,RobbieLawler,SteveBerger,ko,1,9,2
2002-06-22,UFC37.5:AsRealAsItGets,TonyFryklundvs.RodrigoRuas,RodrigoRuas,TonyFryklund,TonyFryklund,RodrigoRuas,ko,0,10,2
2002-06-22,UFC37.5:AsRealAsItGets,YvesEdwardsvs.JoaoPierini,JoaoPierini,YvesEdwards,YvesEdwards,JoaoPierini,ko,0,8,1
2002-06-22,UFC37.5:AsRealAsItGets,BenjiRadachvs.NickSerra,BenjiRadach,NickSerra,BenjiRadach,NickSerra,dec,1,10,3
2002-07-13,UFC38:BrawlattheHall,MattHughesvs.CarlosNewton,CarlosNewton,MattHughes,MattHughes,CarlosNewton,ko,0,9,4
2002-07-13,UFC38:BrawlattheHall,PhillipMillervs.JamesZikic,JamesZikic,PhillipMiller,PhillipMiller,JamesZikic,dec,0,11,3
2002-07-13,UFC38:BrawlattheHall,RenatoSobralvs.ElvisSinosic,ElvisSinosic,RenatoSobral,RenatoSobral,ElvisSinosic,dec,0,11,3
2002-07-13,UFC38:BrawlattheHall,IanFreemanvs.FrankMir,FrankMir,IanFreeman,IanFreeman,FrankMir,ko,0,12,1
2002-07-13,UFC38:BrawlattheHall,MarkWeirvs.EugeneJackson,EugeneJackson,MarkWeir,MarkWeir,EugeneJackson,ko,0,10,1
2002-07-13,UFC38:BrawlattheHall,EvanTannervs.ChrisHaseman,ChrisHaseman,EvanTanner,EvanTanner,ChrisHaseman,dec,0,11,3
2002-07-13,UFC38:BrawlattheHall,GenkiSudovs.LeighRemedios,GenkiSudo,LeighRemedios,GenkiSudo,LeighRemedios,sub,1,8,2
2002-09-27,UFC39:TheWarriorsReturn,RiccoRodriguezvs.RandyCouture,RandyCouture,RiccoRodriguez,RiccoRodriguez,RandyCouture,ko,0,11,5
2002-09-27,UFC39:TheWarriorsReturn,PhilBaronivs.DaveMenne,DaveMenne,PhilBaroni,PhilBaroni,DaveMenne,ko,0,9,1
2002-09-27,UFC39:TheWarriorsReturn,SeanSherkvs.BenjiRadach,BenjiRadach,SeanSherk,SeanSherk,BenjiRadach,ko,0,10,1
2002-09-27,UFC39:TheWarriorsReturn,TimSylviavs.WesleyCorreira,TimSylvia,WesleyCorreira,TimSylvia,WesleyCorreira,ko,1,12,2
2002-09-27,UFC39:TheWarriorsReturn,BJPennvs.MattSerra,BJPenn,MattSerra,BJPenn,MattSerra,dec,1,8,3
2002-09-27,UFC39:TheWarriorsReturn,MattLindlandvs.IvanSalaverry,IvanSalaverry,MattLindland,MattLindland,IvanSalaverry,dec,0,10,3
2002-09-27,UFC39:TheWarriorsReturn,GanMcGeevs.PedroRizzo,GanMcGee,PedroRizzo,GanMcGee,PedroRizzo,ko,1,12,1
2002-09-27,UFC39:TheWarriorsReturn,CaolUnovs.DinThomas,CaolUno,DinThomas,CaolUno,DinThomas,dec,1,8,3
2002-11-22,UFC40:Vendetta,CarlosNewtonvs.PeteSpratt,CarlosNewton,PeteSpratt,CarlosNewton,PeteSpratt,sub,1,9,1
2002-11-22,UFC40:Vendetta,TitoOrtizvs.KenShamrock,KenShamrock,TitoOrtiz,TitoOrtiz,KenShamrock,ko,0,11,3
2002-11-22,UFC40:Vendetta,AndreiArlovskivs.IanFreeman,AndreiArlovski,IanFreeman,AndreiArlovski,IanFreeman,ko,1,12,1
2002-11-22,UFC40:Vendetta,PhillipMillervs.MarkWeir,MarkWeir,PhillipMiller,PhillipMiller,MarkWeir,sub,0,10,2
2002-11-22,UFC40:Vendetta,ChuckLiddellvs.RenatoSobral,ChuckLiddell,RenatoSobral,ChuckLiddell,RenatoSobral,ko,1,11,1
2002-11-22,UFC40:Vendetta,RobbieLawlervs.TikiGhosn,RobbieLawler,TikiGhosn,RobbieLawler,TikiGhosn,ko,1,9,1
2002-11-22,UFC40:Vendetta,MattHughesvs.GilCastillo,GilCastillo,MattHughes,MattHughes,GilCastillo,ko,0,9,1
2002-11-22,UFC40:Vendetta,VladimirMatyushenkovs.TravisWiuff,TravisWiuff,VladimirMatyushenko,VladimirMatyushenko,TravisWiuff,ko,0,11,1
2003-02-28,UFC41:Onslaught,DinThomasvs.MattSerra,DinThomas,MattSerra,DinThomas,MattSerra,dec,1,8,3
2003-02-28,UFC41:Onslaught,YvesEdwardsvs.RichClementi,RichClementi,YvesEdwards,YvesEdwards,RichClementi,sub,0,8,3
2003-02-28,UFC41:Onslaught,VladimirMatyushenkovs.PedroRizzo,PedroRizzo,VladimirMatyushenko,VladimirMatyushenko,PedroRizzo,dec,0,12,3
2003-02-28,UFC41:Onslaught,TimSylviavs.RiccoRodriguez,RiccoRodriguez,TimSylvia,TimSylvia,RiccoRodriguez,ko,0,12,1
2003-02-28,UFC41:Onslaught,MattLindlandvs.PhilBaroni,MattLindland,PhilBaroni,MattLindland,PhilBaroni,dec,1,10,3
2003-02-28,UFC41:Onslaught,GanMcGeevs.AlexandreDantas,AlexandreDantas,GanMcGee,GanMcGee,AlexandreDantas,ko,0,12,1
2003-02-28,UFC41:Onslaught,FrankMirvs.DavidAbbott,DavidAbbott,FrankMir,FrankMir,DavidAbbott,sub,0,12,1
2003-02-28,UFC41:Onslaught,BJPennvs.CaolUno,BJPenn,CaolUno,CaolUno,BJPenn,dec,0,8,5
2003-04-25,UFC42:SuddenImpact,WesleyCorreiravs.SeanAlvarez,SeanAlvarez,WesleyCorreira,WesleyCorreira,SeanAlvarez,ko,0,12,2
2003-04-25,UFC42:SuddenImpact,PeteSprattvs.RobbieLawler,PeteSpratt,RobbieLawler,PeteSpratt,RobbieLawler,sub,1,9,2
2003-04-25,UFC42:SuddenImpact,HermesFrancavs.RichardCrunkilton,HermesFranca,RichardCrunkilton,HermesFranca,RichardCrunkilton,dec,1,8,3
2003-04-25,UFC42:SuddenImpact,DaveStrasservs.RomieAram,DaveStrasser,RomieAram,DaveStrasser,RomieAram,dec,1,9,3
2003-04-25,UFC42:SuddenImpact,DavidLoiseauvs.MarkWeir,DavidLoiseau,MarkWeir,DavidLoiseau,MarkWeir,ko,1,10,1
2003-04-25,UFC42:SuddenImpact,MattHughesvs.SeanSherk,MattHughes,SeanSherk,MattHughes,SeanSherk,dec,1,9,5
2003-04-25,UFC42:SuddenImpact,DuaneLudwigvs.GenkiSudo,DuaneLudwig,GenkiSudo,DuaneLudwig,GenkiSudo,dec,1,9,3
2003-04-25,UFC42:SuddenImpact,RichFranklinvs.EvanTanner,EvanTanner,RichFranklin,RichFranklin,EvanTanner,ko,0,10,1
2003-06-06,UFC43:Meltdown,FalanikoVitalevs.MattLindland,FalanikoVitale,MattLindland,FalanikoVitale,MattLindland,ko,1,10,1
2003-06-06,UFC43:Meltdown,KimoLeopoldovs.DavidAbbott,DavidAbbott,KimoLeopoldo,KimoLeopoldo,DavidAbbott,sub,0,12,1
2003-06-06,UFC43:Meltdown,YvesEdwardsvs.EddieRuiz,EddieRuiz,YvesEdwards,YvesEdwards,EddieRuiz,dec,0,8,3
2003-06-06,UFC43:Meltdown,VitorBelfortvs.MarvinEastman,MarvinEastman,VitorBelfort,VitorBelfort,MarvinEastman,ko,0,10,1
2003-06-06,UFC43:Meltdown,VernonWhitevs.IanFreeman,IanFreeman,VernonWhite,VernonWhite,IanFreeman,dec,0,11,3
2003-06-06,UFC43:Meltdown,RandyCouturevs.ChuckLiddell,ChuckLiddell,RandyCouture,RandyCouture,ChuckLiddell,ko,0,11,3
2003-06-06,UFC43:Meltdown,PedroRizzovs.TraTelligman,PedroRizzo,TraTelligman,PedroRizzo,TraTelligman,ko,1,12,2
2003-06-06,UFC43:Meltdown,FrankMirvs.WesSims,FrankMir,WesSims,FrankMir,WesSims,dec,1,12,1
2003-09-26,UFC44:Undisputed,NickDiazvs.JeremyJackson,JeremyJackson,NickDiaz,NickDiaz,JeremyJackson,sub,0,9,3
