W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,event,event_url,scrape_date
win,Caio Borralho  Abus Magomedov,1  0,51  38,0  0,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/7c4ec656d8fcb867,2025-06-15 11:54:05.087931
win,Elves Brener  Kaynan Kruschewsky,1  0,16  8,0  0,0  0,Catch Weight,KO/TKO  Punch,1,4:01,,http://ufcstats.com/event-details/7c4ec656d8fcb867,2025-06-15 11:54:05.087931
draw  draw,Rinat Fakhretdinov  Elizeu Zaleski dos Santos,1  0,87  75,1  0,0  1,Welterweight,M-DEC,3,5:00,,http://ufcstats.com/event-details/7c4ec656d8fcb867,2025-06-15 11:54:05.087931
win,Vitor Petrino  Modestas Bukauskas,1  0,8  9,1  0,0  0,Light Heavyweight,KO/TKO  Punch,2,1:03,,http://ufcstats.com/event-details/7c4ec656d8fcb867,2025-06-15 11:54:05.087931
win,Angela Hill  Denise Gomes,0  0,76  62,5  1,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/7c4ec656d8fcb867,2025-06-15 11:54:05.087931
win,Eduarda Moura  Montserrat Conejo Ruiz,0  0,57  5,3  0,0  0,Women's Strawweight,KO/TKO  Punches,2,2:14,,http://ufcstats.com/event-details/7c4ec656d8fcb867,2025-06-15 11:54:05.087931
win,Marc Diakiese  Kaue Fernandes,0  0,13  23,3  1,0  0,Lightweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/7c4ec656d8fcb867,2025-06-15 11:54:05.087931
win,Islam Makhachev  Alexander Volkanovski,1  0,24  4,0  0,0  0,Lightweight,KO/TKO  Kick,1,3:06,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
win,Khamzat Chimaev  Kamaru Usman,0  0,38  36,4  0,1  0,Middleweight,M-DEC,3,5:00,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
nc  nc,Magomed Ankalaev  Johnny Walker,0  0,13  14,1  0,0  0,Light Heavyweight,CNC,1,3:13,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
win,Ikram Aliskerov  Warlley Alves,1  0,26  12,0  0,0  0,Middleweight,KO/TKO  Punches,1,2:07,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
win,Said Nurmagomedov  Muin Gafurov,0  0,5  1,0  0,1  0,Bantamweight,SUB  Guillotine Choke,1,1:13,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
win,Muhammad Mokaev  Tim Elliott,0  0,14  30,3  1,1  2,Flyweight,SUB  Arm Triangle,3,3:03,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
win,Trevor Peek  Mohammad Yahya,0  0,61  43,4  1,0  1,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
nc  nc,Javid Basharat  Victor Henry,0  0,30  25,1  0,0  0,Bantamweight,CNC,2,0:15,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
win,Sedriques Dumas  Abu Azaitar,0  0,34  41,1  2,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
win,Mike Breeden  Anshul Jubli,1  0,92  103,0  0,0  0,Lightweight,KO/TKO  Punch,3,3:00,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
win,Muhammad Naimov  Nathaniel Wood,0  0,48  50,4  2,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
win,Viktoriia Dudakova  Jinh Yu Frey,1  0,74  47,0  1,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
win,Shara Magomedov  Bruno Silva,0  0,113  65,0  3,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/13a0fb8fbdafb54f,2025-06-15 11:54:05.585883
win,Edson Barboza  Sodiq Yusuff,1  1,164  178,3  1,0  0,Featherweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/f3a078277b3b8ff4,2025-06-15 11:54:06.155000
win,Viviane Araujo  Jennifer Maia,0  0,24  41,2  2,1  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/f3a078277b3b8ff4,2025-06-15 11:54:06.155000
win,Jonathan Martinez  Adrian Yanez,2  0,36  20,0  0,0  0,Bantamweight,KO/TKO  Kicks,2,2:26,,http://ufcstats.com/event-details/f3a078277b3b8ff4,2025-06-15 11:54:06.155000
win,Michel Pereira  Andre Petroski,1  0,6  0,0  0,0  0,Middleweight,KO/TKO  Punch,1,1:06,,http://ufcstats.com/event-details/f3a078277b3b8ff4,2025-06-15 11:54:06.155000
win,Christian Rodriguez  Cameron Saaiman,0  0,83  73,3  0,2  1,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/f3a078277b3b8ff4,2025-06-15 11:54:06.155000
win,Darren Elkins  TJ Brown,0  0,11  15,5  2,2  0,Featherweight,SUB  Rear Naked Choke,3,2:23,,http://ufcstats.com/event-details/f3a078277b3b8ff4,2025-06-15 11:54:06.155000
win,Tainara Lisboa  Ravena Oliveira,0  0,18  15,3  2,0  0,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/f3a078277b3b8ff4,2025-06-15 11:54:06.155000
win,Terrance McKinney  Brendon Marotte,1  0,14  1,0  0,0  0,Lightweight,KO/TKO  Knee,1,0:20,,http://ufcstats.com/event-details/f3a078277b3b8ff4,2025-06-15 11:54:06.155000
win,Melissa Mullins  Irina Alekseeva,0  1,52  48,0  1,0  0,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/f3a078277b3b8ff4,2025-06-15 11:54:06.155000
win,Chris Gutierrez  Alatengheili,0  0,110  38,0  2,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/f3a078277b3b8ff4,2025-06-15 11:54:06.155000
win,Emily Ducote  Ashley Yoder,0  0,117  102,1  0,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/f3a078277b3b8ff4,2025-06-15 11:54:06.155000
win,King Green  Grant Dawson,1  0,7  0,0  0,0  0,Lightweight,KO/TKO  Punch,1,0:33,,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,2025-06-15 11:54:06.647993
win,Joe Pyfer  Abdul Razak Alhassan,0  0,26  11,3  0,2  1,Middleweight,SUB  Arm Triangle,2,2:05,,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,2025-06-15 11:54:06.647993
win,Joaquin Buckley  Alex Morono,0  0,68  40,2  1,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,2025-06-15 11:54:06.647993
win,Drew Dober  Ricky Glenn,1  0,30  5,0  0,0  0,Lightweight,KO/TKO  Punches,1,2:36,,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,2025-06-15 11:54:06.647993
win,Bill Algeo  Alexander Hernandez,1  0,110  75,1  0,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,2025-06-15 11:54:06.647993
win,Karolina Kowalkiewicz  Diana Belbita,0  0,141  99,1  2,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,2025-06-15 11:54:06.647993
win,Nate Maness  Mateus Mendonca,0  0,29  3,0  0,0  0,Flyweight,KO/TKO  Punches,1,4:40,,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,2025-06-15 11:54:06.647993
win,Vanessa Demopoulos  Kanako Murata,0  0,31  34,0  5,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,2025-06-15 11:54:06.647993
win,Aoriqileng  Johnny Munoz,1  0,44  7,2  4,0  3,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,2025-06-15 11:54:06.647993
win,JJ Aldrich  Montana De La Rosa,0  0,65  67,0  0,0  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,2025-06-15 11:54:06.647993
win,Mateusz Gamrot  Rafael Fiziev,0  0,16  18,1  0,0  0,Lightweight,KO/TKO,2,2:03,,http://ufcstats.com/event-details/c945adc22c2bfe8f,2025-06-15 11:54:07.085728
win,Bryce Mitchell  Dan Ige,0  0,23  18,5  0,1  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c945adc22c2bfe8f,2025-06-15 11:54:07.085728
win,Marina Rodriguez  Michelle Waterson-Gomez,0  0,70  13,1  1,0  0,Women's Strawweight,KO/TKO  Punches,2,2:42,,http://ufcstats.com/event-details/c945adc22c2bfe8f,2025-06-15 11:54:07.085728
win,Bryan Battle  AJ Fletcher,0  0,45  25,1  0,1  0,Welterweight,SUB  Rear Naked Choke,2,4:32,,http://ufcstats.com/event-details/c945adc22c2bfe8f,2025-06-15 11:54:07.085728
win,Charles Jourdain  Ricardo Ramos,0  0,8  0,0  2,1  1,Featherweight,SUB  Guillotine Choke,1,3:12,,http://ufcstats.com/event-details/c945adc22c2bfe8f,2025-06-15 11:54:07.085728
nc  nc,Dan Argueta  Miles Johns,0  0,33  43,2  2,2  0,Bantamweight,Overturned,3,5:00,,http://ufcstats.com/event-details/c945adc22c2bfe8f,2025-06-15 11:54:07.085728
win,Tim Means  Andre Fialho,2  0,104  51,0  1,0  0,Welterweight,KO/TKO  Punches,3,1:15,,http://ufcstats.com/event-details/c945adc22c2bfe8f,2025-06-15 11:54:07.085728
win,Cody Brundage  Jacob Malkoun,0  0,2  28,1  1,0  0,Middleweight,DQ,1,4:15,,http://ufcstats.com/event-details/c945adc22c2bfe8f,2025-06-15 11:54:07.085728
win,Mohammed Usman  Jake Collier,0  0,85  87,1  0,0  2,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c945adc22c2bfe8f,2025-06-15 11:54:07.085728
win,Mizuki  Hannah Goldy,0  0,55  47,1  1,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c945adc22c2bfe8f,2025-06-15 11:54:07.085728
win,Montserrat Rendon  Tamires Vidal,0  0,69  60,3  0,0  1,Women's Bantamweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/c945adc22c2bfe8f,2025-06-15 11:54:07.085728
draw  draw,Alexa Grasso  Valentina Shevchenko,1  0,84  80,1  4,1  1,Women's Flyweight,S-DEC,5,5:00,,http://ufcstats.com/event-details/8fa2b06572365321,2025-06-15 11:54:07.521794
win,Jack Della Maddalena  Kevin Holland,0  0,105  127,0  0,0  0,Welterweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/8fa2b06572365321,2025-06-15 11:54:07.521794
win,Raul Rosas Jr.  Terrence Mitchell,1  0,18  6,0  0,0  0,Bantamweight,KO/TKO  Punches,1,0:54,,http://ufcstats.com/event-details/8fa2b06572365321,2025-06-15 11:54:07.521794
win,Daniel Zellhuber  Christos Giagos,0  0,36  38,0  0,1  0,Lightweight,SUB  Anaconda Choke,2,3:26,,http://ufcstats.com/event-details/8fa2b06572365321,2025-06-15 11:54:07.521794
win,Kyle Nelson  Fernando Padilla,0  0,82  72,0  0,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/8fa2b06572365321,2025-06-15 11:54:07.521794
win,Loopy Godinez  Elise Reed,1  0,21  3,5  0,6  0,Women's Strawweight,SUB  Rear Naked Choke,2,3:38,,http://ufcstats.com/event-details/8fa2b06572365321,2025-06-15 11:54:07.521794
win,Roman Kopylov  Josh Fremd,1  0,49  38,0  0,0  0,Middleweight,KO/TKO  Punch,2,4:44,,http://ufcstats.com/event-details/8fa2b06572365321,2025-06-15 11:54:07.521794
nc  nc,Edgar Chairez  Daniel Lacerda,0  0,12  4,0  1,1  0,Flyweight,Overturned,1,3:47,,http://ufcstats.com/event-details/8fa2b06572365321,2025-06-15 11:54:07.521794
win,Tracy Cortez  Jasmine Jasudavicius,0  0,103  77,0  2,0  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/8fa2b06572365321,2025-06-15 11:54:07.521794
win,Charlie Campbell  Alex Reyes,1  0,43  14,0  0,0  0,Lightweight,KO/TKO  Punches,1,3:38,,http://ufcstats.com/event-details/8fa2b06572365321,2025-06-15 11:54:07.521794
win,Josefine Knutsson  Marnic Mann,0  0,81  8,3  0,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/8fa2b06572365321,2025-06-15 11:54:07.521794
win,Sean Strickland  Israel Adesanya,1  0,137  94,0  0,0  0,Middleweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/ece280745f8727b8,2025-06-15 11:54:07.939087
win,Alexander Volkov  Tai Tuivasa,1  0,93  28,0  0,1  0,Heavyweight,SUB  Ezekiel Choke,2,4:37,,http://ufcstats.com/event-details/ece280745f8727b8,2025-06-15 11:54:07.939087
win,Manel Kape  Felipe dos Santos,1  0,112  99,1  0,0  0,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/ece280745f8727b8,2025-06-15 11:54:07.939087
win,Justin Tafa  Austen Lane,1  0,11  7,0  0,0  0,Heavyweight,KO/TKO  Punch,1,1:22,,http://ufcstats.com/event-details/ece280745f8727b8,2025-06-15 11:54:07.939087
win,Tyson Pedro  Anton Turkalj,1  0,16  8,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,2:12,,http://ufcstats.com/event-details/ece280745f8727b8,2025-06-15 11:54:07.939087
win,Carlos Ulberg  Da Woon Jung,1  0,81  58,1  1,1  0,Light Heavyweight,SUB  Rear Naked Choke,3,4:49,,http://ufcstats.com/event-details/ece280745f8727b8,2025-06-15 11:54:07.939087
win,Chepe Mariscal  Jack Jenkins,0  0,38  41,1  0,0  0,Featherweight,KO/TKO,2,3:19,,http://ufcstats.com/event-details/ece280745f8727b8,2025-06-15 11:54:07.939087
win,Jamie Mullarkey  John Makdessi,0  0,88  83,0  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/ece280745f8727b8,2025-06-15 11:54:07.939087
win,Nasrat Haqparast  Landon Quinones,0  0,171  148,0  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/ece280745f8727b8,2025-06-15 11:54:07.939087
win,Charles Radtke  Blood Diamond,0  0,35  44,1  0,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/ece280745f8727b8,2025-06-15 11:54:07.939087
win,Gabriel Miranda  Shane Young,0  0,2  1,1  0,1  0,Featherweight,SUB  Rear Naked Choke,1,0:59,,http://ufcstats.com/event-details/ece280745f8727b8,2025-06-15 11:54:07.939087
win,Kevin Jousset  Kiefer Crosbie,0  0,29  39,1  0,1  0,Welterweight,SUB  Rear Naked Choke,1,4:49,,http://ufcstats.com/event-details/ece280745f8727b8,2025-06-15 11:54:07.939087
win,Ciryl Gane  Serghei Spivac,0  0,109  11,0  0,0  0,Heavyweight,KO/TKO  Punches,2,3:44,,http://ufcstats.com/event-details/ef61d9f5176b3200,2025-06-15 11:54:08.411910
win,Manon Fiorot  Rose Namajunas,0  0,58  60,0  0,0  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/ef61d9f5176b3200,2025-06-15 11:54:08.411910
win,Benoit Saint Denis  Thiago Moises,0  0,101  24,5  1,0  1,Lightweight,KO/TKO  Punches,2,4:44,,http://ufcstats.com/event-details/ef61d9f5176b3200,2025-06-15 11:54:08.411910
win,Volkan Oezdemir  Bogdan Guskov,1  0,26  8,1  0,1  0,Light Heavyweight,SUB  Rear Naked Choke,1,3:46,,http://ufcstats.com/event-details/ef61d9f5176b3200,2025-06-15 11:54:08.411910
win,William Gomis  Yanis Ghemmouri,0  0,52  28,0  0,2  0,Featherweight,KO/TKO  Kick,3,2:20,,http://ufcstats.com/event-details/ef61d9f5176b3200,2025-06-15 11:54:08.411910
win,Morgan Charriere  Manolo Zecchini,1  0,26  9,0  0,0  0,Featherweight,KO/TKO  Kicks,1,3:51,,http://ufcstats.com/event-details/ef61d9f5176b3200,2025-06-15 11:54:08.411910
win,Taylor Lapilus  Caolan Loughran,0  0,84  48,0  2,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/ef61d9f5176b3200,2025-06-15 11:54:08.411910
win,Ange Loosa  Rhys McKee,0  0,98  77,6  0,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/ef61d9f5176b3200,2025-06-15 11:54:08.411910
win,Nora Cornolle  Joselyne Edwards,0  0,40  18,0  5,0  1,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/ef61d9f5176b3200,2025-06-15 11:54:08.411910
win,Farid Basharat  Kleydson Rodrigues,0  0,4  7,2  0,1  0,Bantamweight,SUB  Arm Triangle,1,4:15,,http://ufcstats.com/event-details/ef61d9f5176b3200,2025-06-15 11:54:08.411910
win,Jacqueline Cavalcanti  Zarah Fairn,0  0,126  39,0  0,0  0,Catch Weight,U-DEC,3,5:00,,http://ufcstats.com/event-details/ef61d9f5176b3200,2025-06-15 11:54:08.411910
win,Max Holloway  Chan Sung Jung,2  0,75  34,0  0,1  0,Featherweight,KO/TKO  Punch,3,0:23,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,Anthony Smith  Ryan Spann,0  0,91  59,1  0,0  0,Light Heavyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,Giga Chikadze  Alex Caceres,0  0,65  62,0  0,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,Rinya Nakamura  Fernie Garcia,0  0,36  15,4  0,3  1,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,Erin Blanchfield  Taila Santos,0  0,61  55,0  0,0  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,Junior Tafa  Parker Porter,1  0,8  2,0  0,0  0,Heavyweight,KO/TKO  Punch,1,1:24,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,Waldo Cortes-Acosta  Lukasz Brzeski,1  0,15  14,0  0,0  0,Heavyweight,KO/TKO  Punches,1,3:01,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,Garrett Armfield  Toshiomi Kazama,1  0,45  15,0  0,0  0,Bantamweight,KO/TKO  Punches,1,4:16,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,Michal Oleksiejczuk  Chidi Njokuani,0  0,44  29,1  0,0  0,Middleweight,KO/TKO  Punches,1,4:16,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,Song Kenan  Rolando Bedoya,1  0,75  112,0  0,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,Billy Ray Goff  Yusaku Kinoshita,1  0,40  17,0  0,0  0,Welterweight,KO/TKO  Punch,1,3:49,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,JJ Aldrich  Liang Na,0  0,47  11,0  3,0  0,Women's Flyweight,KO/TKO  Elbows,2,4:49,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,SeungWoo Choi  Jarno Errens,1  1,56  30,1  0,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/89a407032911e27e,2025-06-15 11:54:08.859464
win,Sean O'Malley  Aljamain Sterling,1  0,25  17,0  0,0  0,Bantamweight,KO/TKO  Punches,2,0:51,,http://ufcstats.com/event-details/2719f300b0439039,2025-06-15 11:54:09.303417
win,Zhang Weili  Amanda Lemos,1  0,163  24,6  0,0  2,Women's Strawweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/2719f300b0439039,2025-06-15 11:54:09.303417
win,Ian Machado Garry  Neil Magny,0  0,91  27,2  0,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/2719f300b0439039,2025-06-15 11:54:09.303417
win,Mario Bautista  Da'Mon Blackshear,0  0,79  90,2  4,1  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/2719f300b0439039,2025-06-15 11:54:09.303417
win,Marlon Vera  Pedro Munhoz,0  0,141  113,0  0,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/2719f300b0439039,2025-06-15 11:54:09.303417
win,Brad Tavares  Chris Weidman,0  0,70  37,0  0,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/2719f300b0439039,2025-06-15 11:54:09.303417
win,Gregory Rodrigues  Denis Tiuliulin,0  0,5  2,1  0,0  0,Middleweight,KO/TKO  Elbows,1,1:43,,http://ufcstats.com/event-details/2719f300b0439039,2025-06-15 11:54:09.303417
win,Kurt Holobaugh  Austin Hubbard,0  0,61  44,0  2,2  0,Lightweight,SUB  Triangle Choke,2,2:39,,http://ufcstats.com/event-details/2719f300b0439039,2025-06-15 11:54:09.303417
win,Brad Katona  Cody Gibson,0  0,160  164,0  0,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/2719f300b0439039,2025-06-15 11:54:09.303417
win,Andre Petroski  Gerald Meerschaert,1  0,57  76,2  1,0  0,Middleweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/2719f300b0439039,2025-06-15 11:54:09.303417
win,Natalia Silva  Andrea Lee,0  0,70  43,0  0,0  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/2719f300b0439039,2025-06-15 11:54:09.303417
win,Karine Silva  Maryna Moroz,1  0,30  16,1  0,1  0,Women's Flyweight,SUB  Guillotine Choke,1,4:59,,http://ufcstats.com/event-details/2719f300b0439039,2025-06-15 11:54:09.303417
win,Vicente Luque  Rafael Dos Anjos,0  0,72  66,8  2,0  1,Welterweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,Cub Swanson  Hakeem Dawodu,0  0,77  95,1  0,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,Khalil Rountree Jr.  Chris Daukaus,1  0,16  8,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,2:40,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,Iasmin Lucindo  Polyana Viana,0  0,10  10,2  1,1  0,Women's Strawweight,SUB  Arm Triangle,2,3:42,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,AJ Dobson  Tafon Nchukwi,0  0,67  53,2  0,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,Josh Fremd  Jamie Pickett,0  0,31  14,0  2,2  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,Marcus McGhee  JP Buys,1  0,7  4,0  0,0  0,Bantamweight,KO/TKO  Punch,1,2:19,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,Terrance McKinney  Mike Breeden,0  0,30  1,0  0,0  0,Lightweight,KO/TKO  Punches,1,1:25,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,Isaac Dulgarian  Francis Marshall,0  0,35  2,1  0,0  0,Featherweight,KO/TKO  Elbows,1,4:48,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,Martin Buday  Josh Parisian,0  0,42  26,1  0,1  0,Heavyweight,SUB  Kimura,1,4:11,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,Jaqueline Amorim  Montserrat Conejo Ruiz,0  0,86  6,1  1,4  0,Women's Strawweight,KO/TKO  Punches,3,3:41,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,Da'Mon Blackshear  Jose Johnson,0  0,18  8,2  0,1  0,Bantamweight,SUB  Twister,1,3:47,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,Luana Santos  Juliana Miller,0  0,63  24,0  0,0  0,Women's Flyweight,KO/TKO  Punches,1,3:41,,http://ufcstats.com/event-details/d2fa318f34d0aadc,2025-06-15 11:54:09.715225
win,Cory Sandhagen  Rob Font,0  0,34  9,7  1,1  0,Catch Weight,U-DEC,5,5:00,,http://ufcstats.com/event-details/6f81b6de2557739a,2025-06-15 11:54:10.175477
win,Tatiana Suarez  Jessica Andrade,0  0,23  11,3  0,1  0,Women's Strawweight,SUB  Guillotine Choke,2,1:31,,http://ufcstats.com/event-details/6f81b6de2557739a,2025-06-15 11:54:10.175477
win,Dustin Jacoby  Kennedy Nzechukwu,1  0,10  4,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,1:22,,http://ufcstats.com/event-details/6f81b6de2557739a,2025-06-15 11:54:10.175477
win,Diego Lopes  Gavin Tucker,0  0,0  0,0  1,3  0,Featherweight,SUB  Triangle Armbar,1,1:38,,http://ufcstats.com/event-details/6f81b6de2557739a,2025-06-15 11:54:10.175477
win,Tanner Boser  Aleksa Camur,0  0,120  68,0  0,0  0,Light Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6f81b6de2557739a,2025-06-15 11:54:10.175477
win,Ludovit Klein  Ignacio Bahamondes,0  0,56  43,3  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6f81b6de2557739a,2025-06-15 11:54:10.175477
win,Kyler Phillips  Raoni Barcelos,1  0,72  46,1  3,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6f81b6de2557739a,2025-06-15 11:54:10.175477
win,Carlston Harris  Jeremiah Wells,0  0,5  18,0  3,1  2,Welterweight,SUB  Anaconda Choke,3,1:50,,http://ufcstats.com/event-details/6f81b6de2557739a,2025-06-15 11:54:10.175477
win,Billy Quarantillo  Damon Jackson,0  0,100  67,0  3,1  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6f81b6de2557739a,2025-06-15 11:54:10.175477
win,Cody Durden  Jake Hadley,0  0,38  26,4  0,1  3,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6f81b6de2557739a,2025-06-15 11:54:10.175477
win,Sean Woodson  Dennis Buzukja,0  0,71  42,4  0,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6f81b6de2557739a,2025-06-15 11:54:10.175477
win,Asu Almabayev  Ode Osbourne,0  0,26  4,2  0,2  0,Flyweight,SUB  Rear Naked Choke,2,3:11,,http://ufcstats.com/event-details/6f81b6de2557739a,2025-06-15 11:54:10.175477
win,Justin Gaethje  Dustin Poirier,1  0,41  27,0  0,0  0,Lightweight,KO/TKO  Kick,2,1:00,,http://ufcstats.com/event-details/ccd58ff71e260ed5,2025-06-15 11:54:10.623410
win,Alex Pereira  Jan Blachowicz,0  0,70  52,0  3,1  2,Light Heavyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/ccd58ff71e260ed5,2025-06-15 11:54:10.623410
