W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,event,event_url,scrape_date
win,Francis Marshall  Dennis Buzukja,1  0,57  66,1  0,0  0,Lightweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/be8ad887e4d674b0,2025-06-15 11:53:48.245269
win,Zachary Reese  Jose Daniel Medina,0  0,75  32,5  1,1  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/be8ad887e4d674b0,2025-06-15 11:53:48.245269
win,Viacheslav Borshchev  James Llontop,0  0,96  93,0  0,0  0,Lightweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/be8ad887e4d674b0,2025-06-15 11:53:48.245269
win,Jacqueline Cavalcanti  Josiane Nunes,0  0,91  52,0  0,0  0,Women's Bantamweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/be8ad887e4d674b0,2025-06-15 11:53:48.245269
win,Wang Cong  Victoria Leonardo,1  0,10  1,0  0,0  0,Women's Flyweight,KO/TKO  Punches,1,1:02,,http://ufcstats.com/event-details/be8ad887e4d674b0,2025-06-15 11:53:48.245269
win,Dricus Du Plessis  Israel Adesanya,0  0,90  97,4  0,2  0,Middleweight,SUB  Rear Naked Choke,4,3:38,,http://ufcstats.com/event-details/32ba186f4b0e3267,2025-06-15 11:53:48.703324
win,Kai Kara-France  Steve Erceg,2  0,18  9,0  0,0  0,Flyweight,KO/TKO  Punch,1,4:04,,http://ufcstats.com/event-details/32ba186f4b0e3267,2025-06-15 11:53:48.703324
win,Dan Hooker  Mateusz Gamrot,0  0,65  64,0  5,0  0,Lightweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/32ba186f4b0e3267,2025-06-15 11:53:48.703324
win,Jairzinho Rozenstruik  Tai Tuivasa,0  0,91  37,0  0,0  0,Heavyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/32ba186f4b0e3267,2025-06-15 11:53:48.703324
win,Carlos Prates  Li Jingliang,3  0,55  41,0  0,0  0,Welterweight,KO/TKO  Punch,2,4:02,,http://ufcstats.com/event-details/32ba186f4b0e3267,2025-06-15 11:53:48.703324
win,Valter Walker  Junior Tafa,0  0,4  5,2  0,1  0,Heavyweight,SUB  Heel Hook,1,4:56,,http://ufcstats.com/event-details/32ba186f4b0e3267,2025-06-15 11:53:48.703324
win,Ricardo Ramos  Josh Culibao,0  1,27  70,1  0,1  0,Featherweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/32ba186f4b0e3267,2025-06-15 11:53:48.703324
win,Casey O'Neill  Luana Santos,0  0,83  41,0  1,1  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/32ba186f4b0e3267,2025-06-15 11:53:48.703324
win,Jack Jenkins  Herbert Burns,2  0,73  24,0  2,0  0,Featherweight,KO/TKO  Punches,3,0:48,,http://ufcstats.com/event-details/32ba186f4b0e3267,2025-06-15 11:53:48.703324
win,Tom Nolan  Alex Reyes,0  0,84  69,0  2,1  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/32ba186f4b0e3267,2025-06-15 11:53:48.703324
win,Song Kenan  Ricky Glenn,0  0,87  40,1  2,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/32ba186f4b0e3267,2025-06-15 11:53:48.703324
win,Jesus Aguilar  Stewart Nicoll,0  0,3  8,0  1,1  0,Flyweight,SUB  Guillotine Choke,1,2:39,,http://ufcstats.com/event-details/32ba186f4b0e3267,2025-06-15 11:53:48.703324
win,Serghei Spivac  Marcin Tybura,0  0,3  0,1  0,1  0,Heavyweight,SUB  Armbar,1,1:44,,http://ufcstats.com/event-details/2c733e059462c1dc,2025-06-15 11:53:49.112251
win,Chepe Mariscal  Damon Jackson,0  0,73  32,5  1,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/2c733e059462c1dc,2025-06-15 11:53:49.112251
win,Danny Barlow  Nikolay Veretennikov,0  0,47  50,0  0,0  0,Welterweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/2c733e059462c1dc,2025-06-15 11:53:49.112251
win,Chris Gutierrez  Quang Le,0  0,59  16,0  2,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/2c733e059462c1dc,2025-06-15 11:53:49.112251
win,Yana Santos  Chelsea Chandler,1  0,94  56,0  0,0  0,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/2c733e059462c1dc,2025-06-15 11:53:49.112251
win,Toshiomi Kazama  Charalampos Grigoriou,0  1,2  26,1  0,1  0,Bantamweight,SUB  Triangle Choke,2,1:55,,http://ufcstats.com/event-details/2c733e059462c1dc,2025-06-15 11:53:49.112251
win,Karol Rosa  Pannie Kianzad,0  0,117  92,1  0,0  0,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/2c733e059462c1dc,2025-06-15 11:53:49.112251
win,Jhonata Diniz  Karl Williams,0  0,59  29,0  2,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/2c733e059462c1dc,2025-06-15 11:53:49.112251
win,Youssef Zalal  Jarno Errens,0  0,10  6,1  0,1  0,Featherweight,SUB  Rear Naked Choke,1,3:52,,http://ufcstats.com/event-details/2c733e059462c1dc,2025-06-15 11:53:49.112251
win,Stephanie Luciano  Talita Alencar,1  0,72  41,0  1,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/2c733e059462c1dc,2025-06-15 11:53:49.112251
win,Umar Nurmagomedov  Cory Sandhagen,0  0,98  71,5  0,0  0,Bantamweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Shara Magomedov  Michal Oleksiejczuk,0  0,97  77,0  3,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Deiveson Figueiredo  Marlon Vera,1  0,45  52,2  0,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Michael Chiesa  Tony Ferguson,0  0,4  10,1  0,1  0,Welterweight,SUB  Rear Naked Choke,1,3:44,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Mackenzie Dern  Loopy Godinez,0  0,72  67,2  2,0  1,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Joel Alvarez  Elves Brener,1  0,95  45,0  0,1  0,Lightweight,KO/TKO  Knees,3,3:36,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Azamat Murzakanov  Alonzo Menifield,1  0,45  15,0  0,0  0,Light Heavyweight,KO/TKO  Punches,2,3:18,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Kaue Fernandes  Mohammad Yahya,1  0,37  4,0  0,0  0,Lightweight,KO/TKO  Punches,1,4:45,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Shamil Gaziev  Don'Tale Mayes,0  0,31  27,2  0,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Guram Kutateladze  Jordan Vucenic,0  1,30  34,1  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Sam Hughes  Viktoriia Dudakova,0  0,97  61,0  3,0  0,Women's Strawweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Jai Herbert  Rolando Bedoya,1  0,82  67,2  0,0  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Sedriques Dumas  Denis Tiuliulin,0  0,49  26,3  3,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/fe435e440b5de0ff,2025-06-15 11:53:49.588940
win,Belal Muhammad  Leon Edwards,0  0,68  47,9  2,0  0,Welterweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Tom Aspinall  Curtis Blaydes,1  0,14  5,0  0,0  0,Heavyweight,KO/TKO  Punch,1,1:00,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Paddy Pimblett  King Green,0  0,8  15,0  1,2  0,Lightweight,SUB  Triangle Choke,1,3:22,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Gregory Rodrigues  Christian Leroy Duncan,0  0,45  29,4  0,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Arnold Allen  Giga Chikadze,0  0,61  38,0  0,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Nathaniel Wood  Daniel Pineda,1  0,66  32,0  1,1  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Bruna Brasil  Molly McCann,0  0,44  32,3  2,0  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Jake Hadley  Caolan Loughran,0  0,81  66,0  1,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Muhammad Mokaev  Manel Kape,0  0,30  20,3  0,0  0,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Oban Elliott  Preston Parsons,0  0,44  36,1  1,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Modestas Bukauskas  Marcin Prachnio,0  0,38  70,2  0,1  0,Light Heavyweight,SUB  Arm Triangle,3,3:12,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Sam Patterson  Kiefer Crosbie,0  0,9  9,1  0,1  0,Welterweight,SUB  Arm Triangle,1,2:50,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Mick Parkin  Lukasz Brzeski,1  0,34  24,0  0,0  0,Heavyweight,KO/TKO  Punches,1,3:23,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Shauna Bannon  Alice Ardelean,0  0,77  57,0  2,0  0,Women's Strawweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/026b4f7049085842,2025-06-15 11:53:50.230109
win,Virna Jandiroba  Amanda Lemos,0  0,2  2,1  0,4  1,Women's Strawweight,SUB  Armbar,2,4:48,,http://ufcstats.com/event-details/c11036da9162cb5f,2025-06-15 11:53:50.730070
win,Steve Garcia  SeungWoo Choi,1  0,15  9,0  0,0  0,Featherweight,KO/TKO  Punch,1,1:36,,http://ufcstats.com/event-details/c11036da9162cb5f,2025-06-15 11:53:50.730070
win,Kurt Holobaugh  Kaynan Kruschewsky,0  0,92  89,1  3,0  2,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c11036da9162cb5f,2025-06-15 11:53:50.730070
win,Bruno Silva  Cody Durden,1  0,42  28,0  1,0  3,Flyweight,KO/TKO  Punches,2,2:58,,http://ufcstats.com/event-details/c11036da9162cb5f,2025-06-15 11:53:50.730070
win,Dooho Choi  Bill Algeo,0  0,21  17,2  2,3  0,Featherweight,KO/TKO  Punch,2,3:38,,http://ufcstats.com/event-details/c11036da9162cb5f,2025-06-15 11:53:50.730070
win,Hyder Amil  JeongYeong Lee,0  0,42  4,0  0,0  0,Featherweight,KO/TKO  Punches,1,1:05,,http://ufcstats.com/event-details/c11036da9162cb5f,2025-06-15 11:53:50.730070
win,Cody Gibson  Brian Kelleher,0  0,13  2,2  0,1  0,Bantamweight,SUB  Arm Triangle,1,3:58,,http://ufcstats.com/event-details/c11036da9162cb5f,2025-06-15 11:53:50.730070
win,Miranda Maverick  Dione Barbosa,0  0,30  21,2  1,0  1,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c11036da9162cb5f,2025-06-15 11:53:50.730070
win,Trey Ogden  Loik Radzhabov,0  0,24  42,4  0,2  0,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c11036da9162cb5f,2025-06-15 11:53:50.730070
win,Luana Carolina  Lucie Pudilova,0  0,94  43,0  2,0  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c11036da9162cb5f,2025-06-15 11:53:50.730070
win,Thomas Petersen  Mohammed Usman,0  0,76  63,2  0,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/c11036da9162cb5f,2025-06-15 11:53:50.730070
win,Rose Namajunas  Tracy Cortez,1  0,96  58,5  2,0  0,Women's Flyweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/66e0a70352fef46a,2025-06-15 11:53:51.203915
win,Muslim Salikhov  Santiago Ponzinibbio,0  0,46  41,0  2,0  0,Welterweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/66e0a70352fef46a,2025-06-15 11:53:51.203915
win,Jean Silva  Drew Dober,0  0,53  59,0  0,0  0,Lightweight,KO/TKO,3,1:28,,http://ufcstats.com/event-details/66e0a70352fef46a,2025-06-15 11:53:51.203915
win,Gabriel Bonfim  Ange Loosa,0  0,101  52,1  4,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/66e0a70352fef46a,2025-06-15 11:53:51.203915
win,Julian Erosa  Christian Rodriguez,0  0,35  33,1  0,1  0,Featherweight,SUB  Guillotine Choke,1,4:49,,http://ufcstats.com/event-details/66e0a70352fef46a,2025-06-15 11:53:51.203915
nc  nc,Abdul Razak Alhassan  Cody Brundage,0  0,23  1,0  0,0  0,Middleweight,CNC,1,0:37,,http://ufcstats.com/event-details/66e0a70352fef46a,2025-06-15 11:53:51.203915
win,Charles Johnson  Joshua Van,1  0,88  67,0  1,0  0,Flyweight,KO/TKO  Punch,3,0:20,,http://ufcstats.com/event-details/66e0a70352fef46a,2025-06-15 11:53:51.203915
win,Jasmine Jasudavicius  Fatima Kline,0  0,40  39,4  1,1  0,Women's Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/66e0a70352fef46a,2025-06-15 11:53:51.203915
win,Montel Jackson  Da'Mon Blackshear,1  0,4  1,0  0,0  0,Bantamweight,KO/TKO  Punch,1,0:18,,http://ufcstats.com/event-details/66e0a70352fef46a,2025-06-15 11:53:51.203915
win,Luana Santos  Mariya Agapova,0  0,2  3,1  0,3  0,Women's Flyweight,SUB  Rear Naked Choke,1,3:27,,http://ufcstats.com/event-details/66e0a70352fef46a,2025-06-15 11:53:51.203915
win,Andre Petroski  Josh Fremd,0  0,12  16,3  0,1  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/66e0a70352fef46a,2025-06-15 11:53:51.203915
win,Evan Elder  Darrius Flowers,0  0,45  24,0  1,1  0,Welterweight,SUB  Arm Triangle,2,1:46,,http://ufcstats.com/event-details/66e0a70352fef46a,2025-06-15 11:53:51.203915
win,Alex Pereira  Jiri Prochazka,2  0,38  7,0  0,0  0,Light Heavyweight,KO/TKO  Kick,2,0:13,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Diego Lopes  Dan Ige,0  0,49  42,1  0,1  0,Catch Weight,U-DEC,3,5:00,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Roman Dolidze  Anthony Smith,0  0,100  51,1  0,0  0,Light Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Macy Chiasson  Mayra Bueno Silva,0  0,50  46,1  0,0  0,Women's Bantamweight,KO/TKO,2,1:58,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Ian Machado Garry  Michael Page,0  0,19  21,2  0,2  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Joe Pyfer  Marc-Andre Barriault,1  0,8  0,0  0,0  0,Middleweight,KO/TKO  Punch,1,1:25,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Andre Fili  Cub Swanson,0  0,67  62,2  0,0  0,Featherweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Jean Silva  Charles Jourdain,2  0,34  23,0  3,0  0,Featherweight,KO/TKO  Punch,2,1:22,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Payton Talbott  Yanis Ghemmouri,1  0,13  1,0  0,0  0,Bantamweight,KO/TKO  Punch,1,0:19,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Gillian Robertson  Michelle Waterson-Gomez,0  0,77  21,2  1,2  0,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Martin Buday  Andrei Arlovski,0  0,54  74,0  0,0  0,Heavyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Rei Tsuruya  Carlos Hernandez,0  0,17  16,3  1,0  0,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Vinicius Oliveira  Ricky Simon,0  0,96  42,1  2,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/f3743d8ef5dde970,2025-06-15 11:53:51.632581
win,Robert Whittaker  Ikram Aliskerov,1  0,14  5,0  0,0  0,Middleweight,KO/TKO  Punch,1,1:49,,http://ufcstats.com/event-details/b12a1d19ee383b7c,2025-06-15 11:53:52.039963
win,Alexander Volkov  Sergei Pavlovich,0  0,83  46,0  0,0  0,Heavyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/b12a1d19ee383b7c,2025-06-15 11:53:52.039963
win,Kelvin Gastelum  Daniel Rodriguez,0  0,112  127,4  0,0  0,Middleweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/b12a1d19ee383b7c,2025-06-15 11:53:52.039963
win,Shara Magomedov  Antonio Trocoli,1  0,82  16,0  0,0  0,Middleweight,KO/TKO  Punches,3,2:27,,http://ufcstats.com/event-details/b12a1d19ee383b7c,2025-06-15 11:53:52.039963
win,Volkan Oezdemir  Johnny Walker,2  0,37  15,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1,2:28,,http://ufcstats.com/event-details/b12a1d19ee383b7c,2025-06-15 11:53:52.039963
win,Nasrat Haqparast  Jared Gordon,0  0,146  141,0  0,0  0,Lightweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/b12a1d19ee383b7c,2025-06-15 11:53:52.039963
win,Felipe Lima  Muhammad Naimov,0  0,37  30,1  1,1  0,Featherweight,SUB  Rear Naked Choke,3,1:15,,http://ufcstats.com/event-details/b12a1d19ee383b7c,2025-06-15 11:53:52.039963
win,Rinat Fakhretdinov  Nicolas Dalby,0  0,68  66,5  0,0  0,Welterweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/b12a1d19ee383b7c,2025-06-15 11:53:52.039963
win,Muin Gafurov  Kyung Ho Kang,0  0,47  12,1  3,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/b12a1d19ee383b7c,2025-06-15 11:53:52.039963
win,Magomed Gadzhiyasulov  Brendson Ribeiro,0  0,26  17,5  3,0  1,Light Heavyweight,M-DEC,3,5:00,,http://ufcstats.com/event-details/b12a1d19ee383b7c,2025-06-15 11:53:52.039963
win,ChangHo Lee  Xiao Long,0  0,84  68,2  2,0  0,Bantamweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/b12a1d19ee383b7c,2025-06-15 11:53:52.039963
win,Tatsuro Taira  Alex Perez,0  0,31  41,2  1,0  0,Flyweight,KO/TKO,2,2:59,,http://ufcstats.com/event-details/9c5828c6fd9dc948,2025-06-15 11:53:52.480727
win,Miles Johns  Douglas Silva de Andrade,0  0,50  36,0  0,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/9c5828c6fd9dc948,2025-06-15 11:53:52.480727
win,Lucas Almeida  Timmy Cuamba,1  0,70  59,0  2,0  0,Featherweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/9c5828c6fd9dc948,2025-06-15 11:53:52.480727
win,Brady Hiestand  Garrett Armfield,0  1,22  49,6  0,3  1,Bantamweight,SUB  Rear Naked Choke,3,1:52,,http://ufcstats.com/event-details/9c5828c6fd9dc948,2025-06-15 11:53:52.480727
win,Asu Almabayev  Jose Johnson,0  0,20  5,6  1,4  1,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/9c5828c6fd9dc948,2025-06-15 11:53:52.480727
win,Adam Fugitt  Josh Quinlan,0  0,80  53,0  0,0  0,Welterweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/9c5828c6fd9dc948,2025-06-15 11:53:52.480727
win,Nate Maness  Jimmy Flick,0  0,89  37,0  1,2  2,Flyweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/9c5828c6fd9dc948,2025-06-15 11:53:52.480727
win,Gabriella Fernandes  Carli Judice,0  0,119  169,2  2,0  0,Women's Flyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/9c5828c6fd9dc948,2025-06-15 11:53:52.480727
win,Westin Wilson  Jeka Saragih,0  0,0  4,1  0,3  0,Featherweight,SUB  Triangle Armbar,1,1:49,,http://ufcstats.com/event-details/9c5828c6fd9dc948,2025-06-15 11:53:52.480727
win,Melquizael Costa  Shayilan Nuerdanbieke,0  0,16  6,2  4,2  1,Featherweight,SUB  Rear Naked Choke,3,1:50,,http://ufcstats.com/event-details/9c5828c6fd9dc948,2025-06-15 11:53:52.480727
win,Josefine Knutsson  Julia Polastri,0  0,124  64,0  3,0  1,Women's Strawweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/9c5828c6fd9dc948,2025-06-15 11:53:52.480727
win,Nassourdine Imavov  Jared Cannonier,0  0,82  64,2  1,0  0,Middleweight,KO/TKO  Punches,4,1:34,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Dominick Reyes  Dustin Jacoby,2  0,20  6,0  0,0  0,Light Heavyweight,KO/TKO  Punches,1,2:00,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Raul Rosas Jr.  Ricky Turcios,0  0,3  7,4  0,1  1,Bantamweight,SUB  Rear Naked Choke,2,2:22,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Brunno Ferreira  Dustin Stoltzfus,1  0,24  18,0  1,0  2,Middleweight,KO/TKO  Spinning Back Elbow,1,4:51,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Zachary Reese  Julian Marquez,1  0,6  1,0  0,0  0,Middleweight,KO/TKO  Punch,1,0:20,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Punahele Soriano  Miguel Baeza,0  0,144  7,5  0,0  3,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Ludovit Klein  Thiago Moises,2  0,56  24,1  0,0  1,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Carlos Prates  Charles Radtke,1  0,15  14,0  0,0  0,Welterweight,KO/TKO  Knee,1,4:47,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Brad Katona  Jesse Butler,0  0,68  30,3  0,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Montana De La Rosa  Andrea Lee,0  0,70  75,3  0,1  0,Women's Flyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Daniel Marcos  John Castaneda,1  0,98  60,0  1,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Denise Gomes  Eduarda Moura,0  0,50  18,0  5,1  0,Women's Strawweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Taylor Lapilus  Cody Stamann,0  0,100  59,0  1,0  0,Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Puja Tomar  Rayanne dos Santos,0  0,95  84,0  0,0  0,Women's Strawweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/cba3a2dfbc06ce79,2025-06-15 11:53:52.959103
win,Islam Makhachev  Dustin Poirier,0  0,88  74,5  0,2  0,Lightweight,SUB  D'Arce Choke,5,2:42,,http://ufcstats.com/event-details/6e4acc2c115215b5,2025-06-15 11:53:53.366897
win,Sean Strickland  Paulo Costa,0  0,182  158,0  0,0  0,Middleweight,S-DEC,5,5:00,,http://ufcstats.com/event-details/6e4acc2c115215b5,2025-06-15 11:53:53.366897
win,Kevin Holland  Michal Oleksiejczuk,0  0,8  8,0  0,1  0,Middleweight,SUB  Armbar,1,1:34,,http://ufcstats.com/event-details/6e4acc2c115215b5,2025-06-15 11:53:53.366897
win,Niko Price  Alex Morono,0  0,108  96,5  1,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6e4acc2c115215b5,2025-06-15 11:53:53.366897
win,Randy Brown  Elizeu Zaleski dos Santos,0  0,67  26,0  4,2  1,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6e4acc2c115215b5,2025-06-15 11:53:53.366897
win,Roman Kopylov  Cesar Almeida,1  0,41  58,5  0,0  0,Middleweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/6e4acc2c115215b5,2025-06-15 11:53:53.366897
win,Jailton Almeida  Alexandr Romanov,0  0,1  1,1  0,2  0,Heavyweight,SUB  Rear Naked Choke,1,2:27,,http://ufcstats.com/event-details/6e4acc2c115215b5,2025-06-15 11:53:53.366897
win,Grant Dawson  Joe Solecki,0  0,46  12,3  0,0  1,Lightweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6e4acc2c115215b5,2025-06-15 11:53:53.366897
win,Jake Matthews  Phil Rowe,0  0,66  34,1  0,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6e4acc2c115215b5,2025-06-15 11:53:53.366897
win,Bassil Hafez  Mickey Gall,0  0,95  83,3  1,0  0,Welterweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6e4acc2c115215b5,2025-06-15 11:53:53.366897
win,Ailin Perez  Joselyne Edwards,1  0,42  27,6  0,0  1,Women's Bantamweight,U-DEC,3,5:00,,http://ufcstats.com/event-details/6e4acc2c115215b5,2025-06-15 11:53:53.366897
win,Andre Lima  Mitch Raposo,0  0,51  32,0  1,0  0,Flyweight,S-DEC,3,5:00,,http://ufcstats.com/event-details/6e4acc2c115215b5,2025-06-15 11:53:53.366897
win,Lerone Murphy  Edson Barboza,0  0,220  79,4  0,0  0,Featherweight,U-DEC,5,5:00,,http://ufcstats.com/event-details/46baf0f57edfa4df,2025-06-15 11:53:53.850492
