EVENT,BOUT,jfighter,FIGHTER,DATE,win,predicted_prob,odds
UFC 246: McGregor vs. Cowboy,Andre Fili vs. Sodiq Yusuff,AndreFili,Andre Fili,2020-01-18,0,0.45814553,2.18
UFC 246: McGregor vs. Cowboy,Andre Fili vs. Sodiq Yusuff,SodiqYusuff,Sodiq Yusuff,2020-01-18,1,0.67035514,1.49
UFC 246: McGregor vs. Cowboy,Drew Dober vs. Nasrat Haqparast,DrewDober,Drew Dober,2020-01-18,1,0.38852847,2.57
UFC 246: McGregor vs. Cowboy,Drew Dober vs. Nasrat Haqparast,NasratHaqparast,Nasrat Haqparast,2020-01-18,0,0.59846294,1.67
UFC 246: McGregor vs. Cowboy,Anthony Pettis vs. Diego Ferreira,AnthonyPettis,Anthony Pettis,2020-01-18,0,0.328878,3.04
UFC 246: McGregor vs. Cowboy,Anthony Pettis vs. Diego Ferreira,DiegoFerreira,Diego Ferreira,2020-01-18,1,0.76533353,1.31
UFC 246: McGregor vs. Cowboy,Aleksei Oleinik vs. Maurice Greene,AlekseiOleinik,Aleksei Oleinik,2020-01-18,1,0.41553304,2.41
UFC 246: McGregor vs. Cowboy,Aleksei Oleinik vs. Maurice Greene,MauriceGreene,Maurice Greene,2020-01-18,0,0.5712594,1.75
UFC Fight Night: Blaydes vs. Dos Santos,Montel Jackson vs. Felipe Colares,MontelJackson,Montel Jackson,2020-01-25,1,0.61627585,1.62
UFC Fight Night: Blaydes vs. Dos Santos,Montel Jackson vs. Felipe Colares,FelipeColares,Felipe Colares,2020-01-25,0,0.43727934,2.29
UFC Fight Night: Blaydes vs. Dos Santos,Bevon Lewis vs. Dequan Townsend,BevonLewis,Bevon Lewis,2020-01-25,1,0.551125,1.81
UFC Fight Night: Blaydes vs. Dos Santos,Bevon Lewis vs. Dequan Townsend,DequanTownsend,Dequan Townsend,2020-01-25,0,0.35083106,2.85
UFC Fight Night: Blaydes vs. Dos Santos,Jordan Espinosa vs. Alex Perez,JordanEspinosa,Jordan Espinosa,2020-01-25,0,0.3040332,3.29
UFC Fight Night: Blaydes vs. Dos Santos,Jordan Espinosa vs. Alex Perez,AlexPerez,Alex Perez,2020-01-25,1,0.5369555,1.86
UFC Fight Night: Blaydes vs. Dos Santos,Rafael Dos Anjos vs. Michael Chiesa,RafaelDosAnjos,Rafael Dos Anjos,2020-01-25,0,0.363996,2.75
UFC Fight Night: Blaydes vs. Dos Santos,Rafael Dos Anjos vs. Michael Chiesa,MichaelChiesa,Michael Chiesa,2020-01-25,1,0.5444,1.84
UFC Fight Night: Blaydes vs. Dos Santos,Curtis Blaydes vs. Junior Dos Santos,CurtisBlaydes,Curtis Blaydes,2020-01-25,1,0.6264757,1.6
UFC Fight Night: Blaydes vs. Dos Santos,Curtis Blaydes vs. Junior Dos Santos,JuniorDosSantos,Junior Dos Santos,2020-01-25,0,0.17599955,5.68
UFC 247: Jones vs. Reyes,Jon Jones vs. Dominick Reyes,JonJones,Jon Jones,2020-02-08,1,0.911007,1.1
UFC 247: Jones vs. Reyes,Jon Jones vs. Dominick Reyes,DominickReyes,Dominick Reyes,2020-02-08,0,0.1832618,5.46
UFC 247: Jones vs. Reyes,Derrick Lewis vs. Ilir Latifi,DerrickLewis,Derrick Lewis,2020-02-08,1,0.6035849,1.66
UFC 247: Jones vs. Reyes,Derrick Lewis vs. Ilir Latifi,IlirLatifi,Ilir Latifi,2020-02-08,0,0.39596024,2.53
UFC 247: Jones vs. Reyes,Miles Johns vs. Mario Bautista,MilesJohns,Miles Johns,2020-02-08,0,0.53762686,1.86
UFC 247: Jones vs. Reyes,Miles Johns vs. Mario Bautista,MarioBautista,Mario Bautista,2020-02-08,1,0.34531435,2.9
UFC 247: Jones vs. Reyes,Juan Adams vs. Justin Tafa,JuanAdams,Juan Adams,2020-02-08,0,0.38198373,2.62
UFC 247: Jones vs. Reyes,Juan Adams vs. Justin Tafa,JustinTafa,Justin Tafa,2020-02-08,1,0.65132433,1.54
UFC 247: Jones vs. Reyes,Trevin Giles vs. James Krause,TrevinGiles,Trevin Giles,2020-02-08,1,0.56184465,1.78
UFC 247: Jones vs. Reyes,Trevin Giles vs. James Krause,JamesKrause,James Krause,2020-02-08,0,0.5336822,1.87
UFC 247: Jones vs. Reyes,Mirsad Bektic vs. Dan Ige,MirsadBektic,Mirsad Bektic,2020-02-08,0,0.4543135,2.2
UFC 247: Jones vs. Reyes,Mirsad Bektic vs. Dan Ige,DanIge,Dan Ige,2020-02-08,1,0.5584957,1.79
UFC 247: Jones vs. Reyes,Andre Ewell vs. Jonathan Martinez,AndreEwell,Andre Ewell,2020-02-08,1,0.3306128,3.02
UFC 247: Jones vs. Reyes,Andre Ewell vs. Jonathan Martinez,JonathanMartinez,Jonathan Martinez,2020-02-08,0,0.6243614,1.6
UFC Fight Night: Anderson vs. Blachowicz,John Dodson vs. Nathaniel Wood,JohnDodson,John Dodson,2020-02-15,1,0.34744546,2.88
UFC Fight Night: Anderson vs. Blachowicz,John Dodson vs. Nathaniel Wood,NathanielWood,Nathaniel Wood,2020-02-15,0,0.64616954,1.55
UFC Fight Night: Anderson vs. Blachowicz,Corey Anderson vs. Jan Blachowicz,CoreyAnderson,Corey Anderson,2020-02-15,0,0.55311596,1.81
UFC Fight Night: Anderson vs. Blachowicz,Corey Anderson vs. Jan Blachowicz,JanBlachowicz,Jan Blachowicz,2020-02-15,1,0.3174944,3.15
UFC Fight Night: Anderson vs. Blachowicz,Mark De La Rosa vs. Raulian Paiva,MarkDeLaRosa,Mark De La Rosa,2020-02-15,0,0.4163366,2.4
UFC Fight Night: Anderson vs. Blachowicz,Mark De La Rosa vs. Raulian Paiva,RaulianPaiva,Raulian Paiva,2020-02-15,1,0.5628735,1.78
UFC Fight Night: Anderson vs. Blachowicz,Casey Kenney vs. Merab Dvalishvili,CaseyKenney,Casey Kenney,2020-02-15,0,0.52090615,1.92
UFC Fight Night: Anderson vs. Blachowicz,Casey Kenney vs. Merab Dvalishvili,MerabDvalishvili,Merab Dvalishvili,2020-02-15,1,0.54967356,1.82
UFC Fight Night: Anderson vs. Blachowicz,Lando Vannata vs. Yancy Medeiros,LandoVannata,Lando Vannata,2020-02-15,1,0.57225394,1.75
UFC Fight Night: Anderson vs. Blachowicz,Lando Vannata vs. Yancy Medeiros,YancyMedeiros,Yancy Medeiros,2020-02-15,0,0.38203776,2.62
UFC Fight Night: Anderson vs. Blachowicz,Diego Sanchez vs. Michel Pereira,DiegoSanchez,Diego Sanchez,2020-02-15,1,0.51775503,1.93
UFC Fight Night: Anderson vs. Blachowicz,Diego Sanchez vs. Michel Pereira,MichelPereira,Michel Pereira,2020-02-15,0,0.67052734,1.49
UFC Fight Night: Anderson vs. Blachowicz,Jim Miller vs. Scott Holtzman,JimMiller,Jim Miller,2020-02-15,0,0.40302587,2.48
UFC Fight Night: Anderson vs. Blachowicz,Jim Miller vs. Scott Holtzman,ScottHoltzman,Scott Holtzman,2020-02-15,1,0.6205554,1.61
UFC Fight Night: Anderson vs. Blachowicz,Devin Clark vs. Dequan Townsend,DevinClark,Devin Clark,2020-02-15,1,0.5786757,1.73
UFC Fight Night: Anderson vs. Blachowicz,Devin Clark vs. Dequan Townsend,DequanTownsend,Dequan Townsend,2020-02-15,0,0.298617,3.35
UFC Fight Night: Anderson vs. Blachowicz,Rogerio Bontorin vs. Ray Borg,RogerioBontorin,Rogerio Bontorin,2020-02-15,0,0.4748922,2.11
UFC Fight Night: Anderson vs. Blachowicz,Rogerio Bontorin vs. Ray Borg,RayBorg,Ray Borg,2020-02-15,1,0.62097174,1.61
UFC Fight Night: Felder vs. Hooker,Brad Riddell vs. Magomed Mustafaev,BradRiddell,Brad Riddell,2020-02-22,1,0.7008191,1.43
UFC Fight Night: Felder vs. Hooker,Brad Riddell vs. Magomed Mustafaev,MagomedMustafaev,Magomed Mustafaev,2020-02-22,0,0.5145785,1.94
UFC Fight Night: Felder vs. Hooker,Callan Potter vs. Song Kenan,CallanPotter,Callan Potter,2020-02-22,0,0.41009223,2.44
UFC Fight Night: Felder vs. Hooker,Callan Potter vs. Song Kenan,SongKenan,Song Kenan,2020-02-22,1,0.6286067,1.59
UFC Fight Night: Felder vs. Hooker,Kevin Aguilar vs. Zubaira Tukhugov,KevinAguilar,Kevin Aguilar,2020-02-22,0,0.4226988,2.37
UFC Fight Night: Felder vs. Hooker,Kevin Aguilar vs. Zubaira Tukhugov,ZubairaTukhugov,Zubaira Tukhugov,2020-02-22,1,0.5859114,1.71
UFC Fight Night: Felder vs. Hooker,Kai Kara-France vs. Tyson Nam,KaiKara-France,Kai Kara-France,2020-02-22,1,0.7149697,1.4
UFC Fight Night: Felder vs. Hooker,Kai Kara-France vs. Tyson Nam,TysonNam,Tyson Nam,2020-02-22,0,0.32108933,3.11
UFC Fight Night: Felder vs. Hooker,Jimmy Crute vs. Michal Oleksiejczuk,JimmyCrute,Jimmy Crute,2020-02-22,1,0.67617685,1.48
UFC Fight Night: Felder vs. Hooker,Jimmy Crute vs. Michal Oleksiejczuk,MichalOleksiejczuk,Michal Oleksiejczuk,2020-02-22,0,0.439617,2.27
UFC Fight Night: Felder vs. Hooker,Paul Felder vs. Dan Hooker,PaulFelder,Paul Felder,2020-02-22,0,0.4219535,2.37
UFC Fight Night: Felder vs. Hooker,Paul Felder vs. Dan Hooker,DanHooker,Dan Hooker,2020-02-22,1,0.6188528,1.62
UFC Fight Night: Felder vs. Hooker,Jake Matthews vs. Emil Meek,JakeMatthews,Jake Matthews,2020-02-22,1,0.74111533,1.35
UFC Fight Night: Felder vs. Hooker,Jake Matthews vs. Emil Meek,EmilMeek,Emil Meek,2020-02-22,0,0.24107905,4.15
UFC Fight Night: Benavidez vs. Figueiredo,Sean Brady vs. Ismail Naurdiev,SeanBrady,Sean Brady,2020-02-29,1,0.3072824,3.25
UFC Fight Night: Benavidez vs. Figueiredo,Sean Brady vs. Ismail Naurdiev,IsmailNaurdiev,Ismail Naurdiev,2020-02-29,0,0.5486646,1.82
UFC Fight Night: Benavidez vs. Figueiredo,Marcin Tybura vs. Serghei Spivac,MarcinTybura,Marcin Tybura,2020-02-29,1,0.42051715,2.38
UFC Fight Night: Benavidez vs. Figueiredo,Marcin Tybura vs. Serghei Spivac,SergheiSpivac,Serghei Spivac,2020-02-29,0,0.42498615,2.35
UFC Fight Night: Benavidez vs. Figueiredo,Joseph Benavidez vs. Deiveson Figueiredo,JosephBenavidez,Joseph Benavidez,2020-02-29,0,0.6090058,1.64
UFC Fight Night: Benavidez vs. Figueiredo,Joseph Benavidez vs. Deiveson Figueiredo,DeivesonFigueiredo,Deiveson Figueiredo,2020-02-29,1,0.405075,2.47
UFC Fight Night: Benavidez vs. Figueiredo,Ion Cutelaba vs. Magomed Ankalaev,IonCutelaba,Ion Cutelaba,2020-02-29,0,0.4669102,2.14
UFC Fight Night: Benavidez vs. Figueiredo,Ion Cutelaba vs. Magomed Ankalaev,MagomedAnkalaev,Magomed Ankalaev,2020-02-29,1,0.59673345,1.68
UFC Fight Night: Benavidez vs. Figueiredo,Brendan Allen vs. Tom Breese,BrendanAllen,Brendan Allen,2020-02-29,1,0.6207419,1.61
UFC Fight Night: Benavidez vs. Figueiredo,Brendan Allen vs. Tom Breese,TomBreese,Tom Breese,2020-02-29,0,0.42431077,2.36
UFC 248: Adesanya vs. Romero,Gerald Meerschaert vs. Deron Winn,GeraldMeerschaert,Gerald Meerschaert,2020-03-07,1,0.541535,1.85
UFC 248: Adesanya vs. Romero,Gerald Meerschaert vs. Deron Winn,DeronWinn,Deron Winn,2020-03-07,0,0.41762584,2.39
UFC 248: Adesanya vs. Romero,Mark Madsen vs. Austin Hubbard,MarkMadsen,Mark Madsen,2020-03-07,1,0.620482,1.61
UFC 248: Adesanya vs. Romero,Mark Madsen vs. Austin Hubbard,AustinHubbard,Austin Hubbard,2020-03-07,0,0.32837123,3.05
UFC 248: Adesanya vs. Romero,Rodolfo Vieira vs. Saparbeg Safarov,RodolfoVieira,Rodolfo Vieira,2020-03-07,1,0.6305825,1.59
UFC 248: Adesanya vs. Romero,Rodolfo Vieira vs. Saparbeg Safarov,SaparbegSafarov,Saparbeg Safarov,2020-03-07,0,0.30838943,3.24
UFC 248: Adesanya vs. Romero,Sean O'Malley vs. Jose Quinonez,SeanO'Malley,Sean O'Malley,2020-03-07,1,0.5085423,1.97
UFC 248: Adesanya vs. Romero,Sean O'Malley vs. Jose Quinonez,JoseQuinonez,Jose Quinonez,2020-03-07,0,0.43001345,2.33
UFC 248: Adesanya vs. Romero,Batgerel Danaa vs. Guido Cannetti,BatgerelDanaa,Batgerel Danaa,2020-03-07,1,0.4983102,2.01
UFC 248: Adesanya vs. Romero,Batgerel Danaa vs. Guido Cannetti,GuidoCannetti,Guido Cannetti,2020-03-07,0,0.34159157,2.93
UFC 248: Adesanya vs. Romero,Neil Magny vs. Li Jingliang,NeilMagny,Neil Magny,2020-03-07,1,0.44062716,2.27
UFC 248: Adesanya vs. Romero,Neil Magny vs. Li Jingliang,LiJingliang,Li Jingliang,2020-03-07,0,0.5401254,1.85
UFC 248: Adesanya vs. Romero,Israel Adesanya vs. Yoel Romero,IsraelAdesanya,Israel Adesanya,2020-03-07,1,0.86477447,1.16
UFC 248: Adesanya vs. Romero,Israel Adesanya vs. Yoel Romero,YoelRomero,Yoel Romero,2020-03-07,0,0.117099054,8.54
UFC 248: Adesanya vs. Romero,Beneil Dariush vs. Drakkar Klose,BeneilDariush,Beneil Dariush,2020-03-07,1,0.70820004,1.41
UFC 248: Adesanya vs. Romero,Beneil Dariush vs. Drakkar Klose,DrakkarKlose,Drakkar Klose,2020-03-07,0,0.32267296,3.1
UFC 248: Adesanya vs. Romero,Alex Oliveira vs. Max Griffin,AlexOliveira,Alex Oliveira,2020-03-07,1,0.6081055,1.64
UFC 248: Adesanya vs. Romero,Alex Oliveira vs. Max Griffin,MaxGriffin,Max Griffin,2020-03-07,0,0.36295056,2.76
UFC Fight Night: Lee vs. Oliveira,Francisco Trinaldo vs. John Makdessi,FranciscoTrinaldo,Francisco Trinaldo,2020-03-14,1,0.40953976,2.44
UFC Fight Night: Lee vs. Oliveira,Francisco Trinaldo vs. John Makdessi,JohnMakdessi,John Makdessi,2020-03-14,0,0.53344476,1.87
UFC Fight Night: Lee vs. Oliveira,Elizeu Zaleski dos Santos vs. Aleksei Kunchenko,ElizeuZaleskidosSantos,Elizeu Zaleski dos Santos,2020-03-14,1,0.5927707,1.69
UFC Fight Night: Lee vs. Oliveira,Elizeu Zaleski dos Santos vs. Aleksei Kunchenko,AlekseiKunchenko,Aleksei Kunchenko,2020-03-14,0,0.34462747,2.9
UFC Fight Night: Lee vs. Oliveira,Rani Yahya vs. Enrique Barzola,RaniYahya,Rani Yahya,2020-03-14,0,0.38003945,2.63
UFC Fight Night: Lee vs. Oliveira,Rani Yahya vs. Enrique Barzola,EnriqueBarzola,Enrique Barzola,2020-03-14,0,0.5936459,1.68
UFC Fight Night: Lee vs. Oliveira,Demian Maia vs. Gilbert Burns,DemianMaia,Demian Maia,2020-03-14,0,0.39582506,2.53
UFC Fight Night: Lee vs. Oliveira,Demian Maia vs. Gilbert Burns,GilbertBurns,Gilbert Burns,2020-03-14,1,0.6002494,1.67
UFC Fight Night: Lee vs. Oliveira,Johnny Walker vs. Nikita Krylov,JohnnyWalker,Johnny Walker,2020-03-14,0,0.3925879,2.55
UFC Fight Night: Lee vs. Oliveira,Johnny Walker vs. Nikita Krylov,NikitaKrylov,Nikita Krylov,2020-03-14,1,0.78252286,1.28
UFC Fight Night: Lee vs. Oliveira,Kevin Lee vs. Charles Oliveira,KevinLee,Kevin Lee,2020-03-14,0,0.4958786,2.02
UFC Fight Night: Lee vs. Oliveira,Kevin Lee vs. Charles Oliveira,CharlesOliveira,Charles Oliveira,2020-03-14,1,0.4266173,2.34
UFC Fight Night: Lee vs. Oliveira,Renato Moicano vs. Damir Hadzovic,RenatoMoicano,Renato Moicano,2020-03-14,1,0.6188393,1.62
UFC Fight Night: Lee vs. Oliveira,Renato Moicano vs. Damir Hadzovic,DamirHadzovic,Damir Hadzovic,2020-03-14,0,0.3183014,3.14
UFC Fight Night: Lee vs. Oliveira,Jussier Formiga vs. Brandon Moreno,JussierFormiga,Jussier Formiga,2020-03-14,0,0.35566187,2.81
UFC Fight Night: Lee vs. Oliveira,Jussier Formiga vs. Brandon Moreno,BrandonMoreno,Brandon Moreno,2020-03-14,1,0.5812717,1.72
UFC 249: Ferguson vs. Gaethje,Jeremy Stephens vs. Calvin Kattar,JeremyStephens,Jeremy Stephens,2020-05-09,0,0.45457032,2.2
UFC 249: Ferguson vs. Gaethje,Jeremy Stephens vs. Calvin Kattar,CalvinKattar,Calvin Kattar,2020-05-09,1,0.68111974,1.47
UFC 249: Ferguson vs. Gaethje,Ryan Spann vs. Sam Alvey,RyanSpann,Ryan Spann,2020-05-09,1,0.77674073,1.29
UFC 249: Ferguson vs. Gaethje,Ryan Spann vs. Sam Alvey,SamAlvey,Sam Alvey,2020-05-09,0,0.20595552,4.86
UFC 249: Ferguson vs. Gaethje,Aleksei Oleinik vs. Fabricio Werdum,AlekseiOleinik,Aleksei Oleinik,2020-05-09,1,0.41653275,2.4
UFC 249: Ferguson vs. Gaethje,Aleksei Oleinik vs. Fabricio Werdum,FabricioWerdum,Fabricio Werdum,2020-05-09,0,0.5719847,1.75
UFC 249: Ferguson vs. Gaethje,Tony Ferguson vs. Justin Gaethje,TonyFerguson,Tony Ferguson,2020-05-09,0,0.6286959,1.59
UFC 249: Ferguson vs. Gaethje,Tony Ferguson vs. Justin Gaethje,JustinGaethje,Justin Gaethje,2020-05-09,1,0.37053886,2.7
UFC 249: Ferguson vs. Gaethje,Bryce Mitchell vs. Charles Rosa,BryceMitchell,Bryce Mitchell,2020-05-09,1,0.6179233,1.62
UFC 249: Ferguson vs. Gaethje,Bryce Mitchell vs. Charles Rosa,CharlesRosa,Charles Rosa,2020-05-09,0,0.28516138,3.51
UFC 249: Ferguson vs. Gaethje,Vicente Luque vs. Niko Price,VicenteLuque,Vicente Luque,2020-05-09,1,0.6398058,1.56
UFC 249: Ferguson vs. Gaethje,Vicente Luque vs. Niko Price,NikoPrice,Niko Price,2020-05-09,0,0.41519627,2.41
UFC 249: Ferguson vs. Gaethje,Henry Cejudo vs. Dominick Cruz,HenryCejudo,Henry Cejudo,2020-05-09,1,0.67673904,1.48
UFC 249: Ferguson vs. Gaethje,Henry Cejudo vs. Dominick Cruz,DominickCruz,Dominick Cruz,2020-05-09,0,0.29028404,3.44
UFC 249: Ferguson vs. Gaethje,Greg Hardy vs. Yorgan De Castro,GregHardy,Greg Hardy,2020-05-09,1,0.74400455,1.34
UFC 249: Ferguson vs. Gaethje,Greg Hardy vs. Yorgan De Castro,YorganDeCastro,Yorgan De Castro,2020-05-09,0,0.34529343,2.9
UFC 249: Ferguson vs. Gaethje,Francis Ngannou vs. Jairzinho Rozenstruik,FrancisNgannou,Francis Ngannou,2020-05-09,1,0.6231193,1.6
UFC 249: Ferguson vs. Gaethje,Francis Ngannou vs. Jairzinho Rozenstruik,JairzinhoRozenstruik,Jairzinho Rozenstruik,2020-05-09,0,0.40120763,2.49
UFC 249: Ferguson vs. Gaethje,Anthony Pettis vs. Donald Cerrone,AnthonyPettis,Anthony Pettis,2020-05-09,1,0.64055985,1.56
UFC 249: Ferguson vs. Gaethje,Anthony Pettis vs. Donald Cerrone,DonaldCerrone,Donald Cerrone,2020-05-09,0,0.36923176,2.71
UFC Fight Night: Smith vs. Teixeira,Michael Johnson vs. Thiago Moises,MichaelJohnson,Michael Johnson,2020-05-13,0,0.38595954,2.59
UFC Fight Night: Smith vs. Teixeira,Michael Johnson vs. Thiago Moises,ThiagoMoises,Thiago Moises,2020-05-13,1,0.5856602,1.71
UFC Fight Night: Smith vs. Teixeira,Hunter Azure vs. Brian Kelleher,HunterAzure,Hunter Azure,2020-05-13,0,0.5702166,1.75
UFC Fight Night: Smith vs. Teixeira,Hunter Azure vs. Brian Kelleher,BrianKelleher,Brian Kelleher,2020-05-13,1,0.38099945,2.62
UFC Fight Night: Smith vs. Teixeira,Ben Rothwell vs. Ovince Saint Preux,BenRothwell,Ben Rothwell,2020-05-13,1,0.49320185,2.03
UFC Fight Night: Smith vs. Teixeira,Ben Rothwell vs. Ovince Saint Preux,OvinceSaintPreux,Ovince Saint Preux,2020-05-13,0,0.49798694,2.01
UFC Fight Night: Smith vs. Teixeira,Alexander Hernandez vs. Drew Dober,AlexanderHernandez,Alexander Hernandez,2020-05-13,0,0.5290043,1.89
UFC Fight Night: Smith vs. Teixeira,Alexander Hernandez vs. Drew Dober,DrewDober,Drew Dober,2020-05-13,1,0.47040677,2.13
UFC Fight Night: Smith vs. Teixeira,Gabriel Benitez vs. Omar Morales,GabrielBenitez,Gabriel Benitez,2020-05-13,0,0.557262,1.79
UFC Fight Night: Smith vs. Teixeira,Gabriel Benitez vs. Omar Morales,OmarMorales,Omar Morales,2020-05-13,1,0.34879032,2.87
UFC Fight Night: Smith vs. Teixeira,Ricky Simon vs. Ray Borg,RickySimon,Ricky Simon,2020-05-13,1,0.48333725,2.07
UFC Fight Night: Smith vs. Teixeira,Ricky Simon vs. Ray Borg,RayBorg,Ray Borg,2020-05-13,0,0.55180174,1.81
UFC Fight Night: Smith vs. Teixeira,Anthony Smith vs. Glover Teixeira,AnthonySmith,Anthony Smith,2020-05-13,0,0.5582576,1.79
UFC Fight Night: Smith vs. Teixeira,Anthony Smith vs. Glover Teixeira,GloverTeixeira,Glover Teixeira,2020-05-13,1,0.50672656,1.97
UFC Fight Night: Overeem vs. Harris,Dan Ige vs. Edson Barboza,DanIge,Dan Ige,2020-05-16,1,0.76844573,1.3
UFC Fight Night: Overeem vs. Harris,Dan Ige vs. Edson Barboza,EdsonBarboza,Edson Barboza,2020-05-16,0,0.23946871,4.18
UFC Fight Night: Overeem vs. Harris,Song Yadong vs. Marlon Vera,SongYadong,Song Yadong,2020-05-16,1,0.57589245,1.74
UFC Fight Night: Overeem vs. Harris,Song Yadong vs. Marlon Vera,MarlonVera,Marlon Vera,2020-05-16,0,0.32668465,3.06
UFC Fight Night: Overeem vs. Harris,Darren Elkins vs. Nate Landwehr,DarrenElkins,Darren Elkins,2020-05-16,0,0.4642039,2.15
UFC Fight Night: Overeem vs. Harris,Darren Elkins vs. Nate Landwehr,NateLandwehr,Nate Landwehr,2020-05-16,1,0.5094353,1.96
UFC Fight Night: Overeem vs. Harris,Alistair Overeem vs. Walt Harris,AlistairOvereem,Alistair Overeem,2020-05-16,1,0.44802794,2.23
UFC Fight Night: Overeem vs. Harris,Alistair Overeem vs. Walt Harris,WaltHarris,Walt Harris,2020-05-16,0,0.4973393,2.01
UFC Fight Night: Overeem vs. Harris,Eryk Anders vs. Krzysztof Jotko,ErykAnders,Eryk Anders,2020-05-16,0,0.3605885,2.77
UFC Fight Night: Overeem vs. Harris,Eryk Anders vs. Krzysztof Jotko,KrzysztofJotko,Krzysztof Jotko,2020-05-16,1,0.7032322,1.42
UFC Fight Night: Overeem vs. Harris,Anthony Hernandez vs. Kevin Holland,AnthonyHernandez,Anthony Hernandez,2020-05-16,0,0.3941552,2.54
UFC Fight Night: Overeem vs. Harris,Anthony Hernandez vs. Kevin Holland,KevinHolland,Kevin Holland,2020-05-16,1,0.5049969,1.98
UFC Fight Night: Overeem vs. Harris,Matt Brown vs. Miguel Baeza,MattBrown,Matt Brown,2020-05-16,0,0.37820885,2.64
UFC Fight Night: Overeem vs. Harris,Matt Brown vs. Miguel Baeza,MiguelBaeza,Miguel Baeza,2020-05-16,1,0.70579654,1.42
UFC Fight Night: Woodley vs. Burns,Blagoy Ivanov vs. Augusto Sakai,BlagoyIvanov,Blagoy Ivanov,2020-05-30,0,0.43648583,2.29
UFC Fight Night: Woodley vs. Burns,Blagoy Ivanov vs. Augusto Sakai,AugustoSakai,Augusto Sakai,2020-05-30,1,0.6337584,1.58
UFC Fight Night: Woodley vs. Burns,Louis Smolka vs. Casey Kenney,LouisSmolka,Louis Smolka,2020-05-30,0,0.49126762,2.04
UFC Fight Night: Woodley vs. Burns,Louis Smolka vs. Casey Kenney,CaseyKenney,Casey Kenney,2020-05-30,1,0.56779015,1.76
UFC Fight Night: Woodley vs. Burns,Chris Gutierrez vs. Vince Morales,ChrisGutierrez,Chris Gutierrez,2020-05-30,1,0.63151526,1.58
UFC Fight Night: Woodley vs. Burns,Chris Gutierrez vs. Vince Morales,VinceMorales,Vince Morales,2020-05-30,0,0.39143702,2.55
UFC Fight Night: Woodley vs. Burns,Tyron Woodley vs. Gilbert Burns,TyronWoodley,Tyron Woodley,2020-05-30,0,0.33321896,3.0
UFC Fight Night: Woodley vs. Burns,Tyron Woodley vs. Gilbert Burns,GilbertBurns,Gilbert Burns,2020-05-30,1,0.7025786,1.42
UFC Fight Night: Woodley vs. Burns,Billy Quarantillo vs. Spike Carlyle,BillyQuarantillo,Billy Quarantillo,2020-05-30,1,0.6992045,1.43
UFC Fight Night: Woodley vs. Burns,Billy Quarantillo vs. Spike Carlyle,SpikeCarlyle,Spike Carlyle,2020-05-30,0,0.5058982,1.98
UFC 250: Nunes vs. Spencer,Alex Caceres vs. Chase Hooper,AlexCaceres,Alex Caceres,2020-06-06,1,0.2989397,3.35
UFC 250: Nunes vs. Spencer,Alex Caceres vs. Chase Hooper,ChaseHooper,Chase Hooper,2020-06-06,0,0.7312598,1.37
UFC 250: Nunes vs. Spencer,Ian Heinisch vs. Gerald Meerschaert,IanHeinisch,Ian Heinisch,2020-06-06,1,0.48257905,2.07
UFC 250: Nunes vs. Spencer,Ian Heinisch vs. Gerald Meerschaert,GeraldMeerschaert,Gerald Meerschaert,2020-06-06,0,0.49144286,2.03
UFC 250: Nunes vs. Spencer,Alonzo Menifield vs. Devin Clark,AlonzoMenifield,Alonzo Menifield,2020-06-06,0,0.37669083,2.65
UFC 250: Nunes vs. Spencer,Alonzo Menifield vs. Devin Clark,DevinClark,Devin Clark,2020-06-06,1,0.6951985,1.44
UFC 250: Nunes vs. Spencer,Eddie Wineland vs. Sean O'Malley,EddieWineland,Eddie Wineland,2020-06-06,0,0.15957744,6.27
UFC 250: Nunes vs. Spencer,Eddie Wineland vs. Sean O'Malley,SeanO'Malley,Sean O'Malley,2020-06-06,1,0.8536688,1.17
UFC 250: Nunes vs. Spencer,Neil Magny vs. Anthony Rocco Martin,NeilMagny,Neil Magny,2020-06-06,1,0.51149607,1.96
UFC 250: Nunes vs. Spencer,Neil Magny vs. Anthony Rocco Martin,AnthonyRoccoMartin,Anthony Rocco Martin,2020-06-06,0,0.4772713,2.1
UFC 250: Nunes vs. Spencer,Cody Stamann vs. Brian Kelleher,CodyStamann,Cody Stamann,2020-06-06,1,0.81180066,1.23
UFC 250: Nunes vs. Spencer,Cody Stamann vs. Brian Kelleher,BrianKelleher,Brian Kelleher,2020-06-06,0,0.2624817,3.81
UFC 250: Nunes vs. Spencer,Charles Byrd vs. Maki Pitolo,CharlesByrd,Charles Byrd,2020-06-06,0,0.40271246,2.48
UFC 250: Nunes vs. Spencer,Charles Byrd vs. Maki Pitolo,MakiPitolo,Maki Pitolo,2020-06-06,1,0.5885205,1.7
UFC 250: Nunes vs. Spencer,Raphael Assuncao vs. Cody Garbrandt,RaphaelAssuncao,Raphael Assuncao,2020-06-06,0,0.48179817,2.08
UFC 250: Nunes vs. Spencer,Raphael Assuncao vs. Cody Garbrandt,CodyGarbrandt,Cody Garbrandt,2020-06-06,1,0.53447634,1.87
UFC 250: Nunes vs. Spencer,Jussier Formiga vs. Alex Perez,JussierFormiga,Jussier Formiga,2020-06-06,0,0.3751313,2.67
