EVENT,BOUT,jfighter,FIGHTER,DATE,win,predicted_prob,odds
UFC Fight Night: Maia vs Shields,Erick Silva vs. Dong Hyun Kim,DongHyunKim,Dong Hyun Kim,2013-10-09,1,0.540282,1.85
UFC Fight Night: Maia vs Shields,Demian Maia vs. Jake Shields,DemianMaia,Demian Maia,2013-10-09,0,0.7265176,1.38
UFC Fight Night: Maia vs Shields,Demian Maia vs. Jake Shields,JakeShields,Jake Shields,2013-10-09,1,0.32554796,3.07
UFC Fight Night: Maia vs Shields,Rousimar Palhares vs. Mike Pierce,RousimarPalhares,Rousimar Palhares,2013-10-09,1,0.3563398,2.81
UFC Fight Night: Maia vs Shields,Rousimar Palhares vs. Mike Pierce,MikePierce,Mike Pierce,2013-10-09,0,0.6388656,1.57
UFC 166: Velasquez vs Dos Santos 3,Tony Ferguson vs. Mike Rio,TonyFerguson,Tony Ferguson,2013-10-19,1,0.697915,1.43
UFC 166: Velasquez vs Dos Santos 3,Tony Ferguson vs. Mike Rio,MikeRio,Mike Rio,2013-10-19,0,0.34254366,2.92
UFC 166: Velasquez vs Dos Santos 3,George Sotiropoulos vs. KJ Noons,GeorgeSotiropoulos,George Sotiropoulos,2013-10-19,0,0.52748764,1.9
UFC 166: Velasquez vs Dos Santos 3,George Sotiropoulos vs. KJ Noons,KJNoons,KJ Noons,2013-10-19,1,0.47039688,2.13
UFC 166: Velasquez vs Dos Santos 3,Nate Marquardt vs. Hector Lombard,NateMarquardt,Nate Marquardt,2013-10-19,0,0.52997994,1.89
UFC 166: Velasquez vs Dos Santos 3,Nate Marquardt vs. Hector Lombard,HectorLombard,Hector Lombard,2013-10-19,1,0.4356614,2.3
UFC 166: Velasquez vs Dos Santos 3,Daniel Cormier vs. Roy Nelson,DanielCormier,Daniel Cormier,2013-10-19,1,0.7554702,1.32
UFC 166: Velasquez vs Dos Santos 3,Daniel Cormier vs. Roy Nelson,RoyNelson,Roy Nelson,2013-10-19,0,0.50970143,1.96
UFC 166: Velasquez vs Dos Santos 3,Cain Velasquez vs. Junior Dos Santos,CainVelasquez,Cain Velasquez,2013-10-19,1,0.4900221,2.04
UFC 166: Velasquez vs Dos Santos 3,Cain Velasquez vs. Junior Dos Santos,JuniorDosSantos,Junior Dos Santos,2013-10-19,0,0.38627347,2.59
UFC 166: Velasquez vs Dos Santos 3,Gabriel Gonzaga vs. Shawn Jordan,GabrielGonzaga,Gabriel Gonzaga,2013-10-19,1,0.4679931,2.14
UFC 166: Velasquez vs Dos Santos 3,Gabriel Gonzaga vs. Shawn Jordan,ShawnJordan,Shawn Jordan,2013-10-19,0,0.53655595,1.86
UFC 166: Velasquez vs Dos Santos 3,TJ Waldburger vs. Adlan Amagov,TJWaldburger,TJ Waldburger,2013-10-19,0,0.40555185,2.47
UFC 166: Velasquez vs Dos Santos 3,TJ Waldburger vs. Adlan Amagov,AdlanAmagov,Adlan Amagov,2013-10-19,1,0.6021271,1.66
UFC 166: Velasquez vs Dos Santos 3,Gilbert Melendez vs. Diego Sanchez,GilbertMelendez,Gilbert Melendez,2013-10-19,1,0.447268,2.24
UFC 166: Velasquez vs Dos Santos 3,Gilbert Melendez vs. Diego Sanchez,DiegoSanchez,Diego Sanchez,2013-10-19,0,0.52516496,1.9
UFC 166: Velasquez vs Dos Santos 3,Tim Boetsch vs. CB Dollaway,TimBoetsch,Tim Boetsch,2013-10-19,1,0.29364944,3.41
UFC 166: Velasquez vs Dos Santos 3,Tim Boetsch vs. CB Dollaway,CBDollaway,CB Dollaway,2013-10-19,0,0.5784673,1.73
UFC Fight Night: Machida vs Munoz,Norman Parke vs. Jon Tuck,NormanParke,Norman Parke,2013-10-26,1,0.70460504,1.42
UFC Fight Night: Machida vs Munoz,Norman Parke vs. Jon Tuck,JonTuck,Jon Tuck,2013-10-26,0,0.2546836,3.93
UFC Fight Night: Machida vs Munoz,Lyoto Machida vs. Mark Munoz,LyotoMachida,Lyoto Machida,2013-10-26,1,0.47740418,2.09
UFC Fight Night: Machida vs Munoz,Lyoto Machida vs. Mark Munoz,MarkMunoz,Mark Munoz,2013-10-26,0,0.5554416,1.8
UFC Fight Night: Machida vs Munoz,Al Iaquinta vs. Piotr Hallmann,AlIaquinta,Al Iaquinta,2013-10-26,1,0.3994869,2.5
UFC Fight Night: Machida vs Munoz,Al Iaquinta vs. Piotr Hallmann,PiotrHallmann,Piotr Hallmann,2013-10-26,0,0.48791298,2.05
UFC Fight Night: Machida vs Munoz,Phil Harris vs. John Lineker,PhilHarris,Phil Harris,2013-10-26,0,0.26297933,3.8
UFC Fight Night: Machida vs Munoz,Phil Harris vs. John Lineker,JohnLineker,John Lineker,2013-10-26,1,0.7634244,1.31
UFC Fight Night: Machida vs Munoz,Jimi Manuwa vs. Ryan Jimmo,JimiManuwa,Jimi Manuwa,2013-10-26,1,0.6895532,1.45
UFC Fight Night: Machida vs Munoz,Jimi Manuwa vs. Ryan Jimmo,RyanJimmo,Ryan Jimmo,2013-10-26,0,0.42482775,2.35
UFC Fight Night: Machida vs Munoz,Luke Barnatt vs. Andrew Craig,LukeBarnatt,Luke Barnatt,2013-10-26,1,0.6513175,1.54
UFC Fight Night: Machida vs Munoz,Luke Barnatt vs. Andrew Craig,AndrewCraig,Andrew Craig,2013-10-26,0,0.42963403,2.33
UFC Fight Night: Machida vs Munoz,Brad Scott vs. Michael Kuiper,BradScott,Brad Scott,2013-10-26,1,0.4843188,2.06
UFC Fight Night: Machida vs Munoz,Brad Scott vs. Michael Kuiper,MichaelKuiper,Michael Kuiper,2013-10-26,0,0.51194775,1.95
UFC Fight Night: Machida vs Munoz,Andy Ogle vs. Cole Miller,AndyOgle,Andy Ogle,2013-10-26,0,0.5260922,1.9
UFC Fight Night: Machida vs Munoz,Andy Ogle vs. Cole Miller,ColeMiller,Cole Miller,2013-10-26,1,0.5641936,1.77
UFC Fight Night: Fight for the Troops 3,George Roop vs. Francisco Rivera,GeorgeRoop,George Roop,2013-11-06,0,0.47442424,2.11
UFC Fight Night: Fight for the Troops 3,George Roop vs. Francisco Rivera,FranciscoRivera,Francisco Rivera,2013-11-06,1,0.54810905,1.82
UFC Fight Night: Fight for the Troops 3,King Green vs. James Krause,KingGreen,King Green,2013-11-06,1,0.5242134,1.91
UFC Fight Night: Fight for the Troops 3,King Green vs. James Krause,JamesKrause,James Krause,2013-11-06,0,0.3096793,3.23
UFC Fight Night: Fight for the Troops 3,Dennis Bermudez vs. Steven Siler,DennisBermudez,Dennis Bermudez,2013-11-06,1,0.5488156,1.82
UFC Fight Night: Fight for the Troops 3,Dennis Bermudez vs. Steven Siler,StevenSiler,Steven Siler,2013-11-06,0,0.54213816,1.84
UFC Fight Night: Fight for the Troops 3,Ronny Markes vs. Yoel Romero,RonnyMarkes,Ronny Markes,2013-11-06,0,0.4334235,2.31
UFC Fight Night: Fight for the Troops 3,Ronny Markes vs. Yoel Romero,YoelRomero,Yoel Romero,2013-11-06,1,0.44995287,2.22
UFC Fight Night: Fight for the Troops 3,Colton Smith vs. Michael Chiesa,ColtonSmith,Colton Smith,2013-11-06,0,0.37907967,2.64
UFC Fight Night: Fight for the Troops 3,Colton Smith vs. Michael Chiesa,MichaelChiesa,Michael Chiesa,2013-11-06,1,0.62340635,1.6
UFC Fight Night: Fight for the Troops 3,Jorge Masvidal vs. Rustam Khabilov,JorgeMasvidal,Jorge Masvidal,2013-11-06,0,0.516516,1.94
UFC Fight Night: Fight for the Troops 3,Jorge Masvidal vs. Rustam Khabilov,RustamKhabilov,Rustam Khabilov,2013-11-06,1,0.4692523,2.13
UFC Fight Night: Fight for the Troops 3,Neil Magny vs. Seth Baczynski,NeilMagny,Neil Magny,2013-11-06,0,0.5489546,1.82
UFC Fight Night: Fight for the Troops 3,Neil Magny vs. Seth Baczynski,SethBaczynski,Seth Baczynski,2013-11-06,1,0.47057536,2.13
UFC Fight Night: Fight for the Troops 3,Tim Kennedy vs. Rafael Natal,TimKennedy,Tim Kennedy,2013-11-06,1,0.30817366,3.24
UFC Fight Night: Fight for the Troops 3,Tim Kennedy vs. Rafael Natal,RafaelNatal,Rafael Natal,2013-11-06,0,0.5568727,1.8
UFC Fight Night: Fight for the Troops 3,Chris Camozzi vs. Lorenz Larkin,ChrisCamozzi,Chris Camozzi,2013-11-06,0,0.49309912,2.03
UFC Fight Night: Fight for the Troops 3,Chris Camozzi vs. Lorenz Larkin,LorenzLarkin,Lorenz Larkin,2013-11-06,1,0.40715268,2.46
UFC Fight Night: Belfort vs Henderson 2,Rafael Cavalcante vs. Igor Pokrajac,RafaelCavalcante,Rafael Cavalcante,2013-11-09,1,0.5757411,1.74
UFC Fight Night: Belfort vs Henderson 2,Rafael Cavalcante vs. Igor Pokrajac,IgorPokrajac,Igor Pokrajac,2013-11-09,0,0.38480616,2.6
UFC Fight Night: Belfort vs Henderson 2,Cezar Ferreira vs. Daniel Sarafian,CezarFerreira,Cezar Ferreira,2013-11-09,1,0.58777165,1.7
UFC Fight Night: Belfort vs Henderson 2,Cezar Ferreira vs. Daniel Sarafian,DanielSarafian,Daniel Sarafian,2013-11-09,0,0.25448537,3.93
UFC Fight Night: Belfort vs Henderson 2,Paulo Thiago vs. Brandon Thatch,PauloThiago,Paulo Thiago,2013-11-09,0,0.24034688,4.16
UFC Fight Night: Belfort vs Henderson 2,Paulo Thiago vs. Brandon Thatch,BrandonThatch,Brandon Thatch,2013-11-09,1,0.6797301,1.47
UFC Fight Night: Belfort vs Henderson 2,Vitor Belfort vs. Dan Henderson,VitorBelfort,Vitor Belfort,2013-11-09,1,0.7736615,1.29
UFC Fight Night: Belfort vs Henderson 2,Vitor Belfort vs. Dan Henderson,DanHenderson,Dan Henderson,2013-11-09,0,0.30141905,3.32
UFC Fight Night: Belfort vs Henderson 2,Rony Jason vs. Jeremy Stephens,RonyJason,Rony Jason,2013-11-09,0,0.47158206,2.12
UFC Fight Night: Belfort vs Henderson 2,Rony Jason vs. Jeremy Stephens,JeremyStephens,Jeremy Stephens,2013-11-09,1,0.4113881,2.43
UFC Fight Night: Belfort vs Henderson 2,Godofredo Pepey vs. Sam Sicilia,GodofredoPepey,Godofredo Pepey,2013-11-09,0,0.5373259,1.86
UFC Fight Night: Belfort vs Henderson 2,Godofredo Pepey vs. Sam Sicilia,SamSicilia,Sam Sicilia,2013-11-09,1,0.44868857,2.23
UFC Fight Night: Belfort vs Henderson 2,Thiago Tavares vs. Justin Salas,ThiagoTavares,Thiago Tavares,2013-11-09,1,0.4998247,2.0
UFC Fight Night: Belfort vs Henderson 2,Thiago Tavares vs. Justin Salas,JustinSalas,Justin Salas,2013-11-09,0,0.35582334,2.81
UFC 167: St-Pierre vs Hendricks,Brian Ebersole vs. Rick Story,BrianEbersole,Brian Ebersole,2013-11-16,0,0.2896898,3.45
UFC 167: St-Pierre vs Hendricks,Brian Ebersole vs. Rick Story,RickStory,Rick Story,2013-11-16,1,0.67370796,1.48
UFC 167: St-Pierre vs Hendricks,Ed Herman vs. Thales Leites,EdHerman,Ed Herman,2013-11-16,0,0.63015985,1.59
UFC 167: St-Pierre vs Hendricks,Ed Herman vs. Thales Leites,ThalesLeites,Thales Leites,2013-11-16,1,0.5507703,1.82
UFC 167: St-Pierre vs Hendricks,Georges St-Pierre vs. Johny Hendricks,GeorgesSt-Pierre,Georges St-Pierre,2013-11-16,1,0.6446702,1.55
UFC 167: St-Pierre vs Hendricks,Georges St-Pierre vs. Johny Hendricks,JohnyHendricks,Johny Hendricks,2013-11-16,0,0.33604845,2.98
UFC 167: St-Pierre vs Hendricks,Rory MacDonald vs. Robbie Lawler,RoryMacDonald,Rory MacDonald,2013-11-16,0,0.608699,1.64
UFC 167: St-Pierre vs Hendricks,Rory MacDonald vs. Robbie Lawler,RobbieLawler,Robbie Lawler,2013-11-16,1,0.24645719,4.06
UFC 167: St-Pierre vs Hendricks,Cody Donovan vs. Gian Villante,CodyDonovan,Cody Donovan,2013-11-16,0,0.46529725,2.15
UFC 167: St-Pierre vs Hendricks,Cody Donovan vs. Gian Villante,GianVillante,Gian Villante,2013-11-16,1,0.4558542,2.19
UFC 167: St-Pierre vs Hendricks,Josh Koscheck vs. Tyron Woodley,JoshKoscheck,Josh Koscheck,2013-11-16,0,0.4616721,2.17
UFC 167: St-Pierre vs Hendricks,Josh Koscheck vs. Tyron Woodley,TyronWoodley,Tyron Woodley,2013-11-16,1,0.5268067,1.9
UFC 167: St-Pierre vs Hendricks,Tim Elliott vs. Ali Bagautinov,TimElliott,Tim Elliott,2013-11-16,0,0.56698316,1.76
UFC 167: St-Pierre vs Hendricks,Tim Elliott vs. Ali Bagautinov,AliBagautinov,Ali Bagautinov,2013-11-16,1,0.43987712,2.27
UFC 167: St-Pierre vs Hendricks,Rashad Evans vs. Chael Sonnen,RashadEvans,Rashad Evans,2013-11-16,1,0.31262377,3.2
UFC 167: St-Pierre vs Hendricks,Rashad Evans vs. Chael Sonnen,ChaelSonnen,Chael Sonnen,2013-11-16,0,0.5969055,1.68
UFC 167: St-Pierre vs Hendricks,Erik Perez vs. Edwin Figueroa,ErikPerez,Erik Perez,2013-11-16,1,0.8054813,1.24
UFC 167: St-Pierre vs Hendricks,Erik Perez vs. Edwin Figueroa,EdwinFigueroa,Edwin Figueroa,2013-11-16,0,0.21030343,4.76
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Akira Corassani vs. Maximo Blanco,AkiraCorassani,Akira Corassani,2013-11-30,1,0.4438586,2.25
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Akira Corassani vs. Maximo Blanco,MaximoBlanco,Maximo Blanco,2013-11-30,0,0.48506042,2.06
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Gray Maynard vs. Nate Diaz,GrayMaynard,Gray Maynard,2013-11-30,0,0.2958396,3.38
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,Gray Maynard vs. Nate Diaz,NateDiaz,Nate Diaz,2013-11-30,1,0.6601149,1.51
UFC Fight Night: Hunt vs Bigfoot,Takeya Mizugaki vs. Nam Phan,TakeyaMizugaki,Takeya Mizugaki,2013-12-06,1,0.7276126,1.37
UFC Fight Night: Hunt vs Bigfoot,Takeya Mizugaki vs. Nam Phan,NamPhan,Nam Phan,2013-12-06,0,0.3297662,3.03
UFC Fight Night: Hunt vs Bigfoot,Pat Barry vs. Soa Palelei,PatBarry,Pat Barry,2013-12-06,0,0.38634947,2.59
UFC Fight Night: Hunt vs Bigfoot,Pat Barry vs. Soa Palelei,SoaPalelei,Soa Palelei,2013-12-06,1,0.85182196,1.17
UFC Fight Night: Hunt vs Bigfoot,Mark Hunt vs. Antonio Silva,MarkHunt,Mark Hunt,2013-12-06,0,0.54715884,1.83
UFC Fight Night: Hunt vs Bigfoot,Mark Hunt vs. Antonio Silva,AntonioSilva,Antonio Silva,2013-12-06,0,0.3654517,2.74
UFC Fight Night: Hunt vs Bigfoot,Ryan Bader vs. Anthony Perosh,RyanBader,Ryan Bader,2013-12-06,1,0.6152596,1.63
UFC Fight Night: Hunt vs Bigfoot,Ryan Bader vs. Anthony Perosh,AnthonyPerosh,Anthony Perosh,2013-12-06,0,0.36790967,2.72
UFC Fight Night: Hunt vs Bigfoot,Nick Ring vs. Caio Magalhaes,NickRing,Nick Ring,2013-12-06,0,0.48704806,2.05
UFC Fight Night: Hunt vs Bigfoot,Nick Ring vs. Caio Magalhaes,CaioMagalhaes,Caio Magalhaes,2013-12-06,1,0.438539,2.28
UFC Fight Night: Hunt vs Bigfoot,Dylan Andrews vs. Clint Hester,DylanAndrews,Dylan Andrews,2013-12-06,0,0.48672128,2.05
UFC Fight Night: Hunt vs Bigfoot,Dylan Andrews vs. Clint Hester,ClintHester,Clint Hester,2013-12-06,1,0.52387106,1.91
UFC Fight Night: Hunt vs Bigfoot,Mauricio Rua vs. James Te Huna,MauricioRua,Mauricio Rua,2013-12-06,1,0.4893753,2.04
UFC Fight Night: Hunt vs Bigfoot,Mauricio Rua vs. James Te Huna,JamesTeHuna,James Te Huna,2013-12-06,0,0.47563905,2.1
UFC on FOX: Johnson vs. Benavidez 2,Urijah Faber vs. Michael McDonald,UrijahFaber,Urijah Faber,2013-12-14,1,0.5130266,1.95
UFC on FOX: Johnson vs. Benavidez 2,Urijah Faber vs. Michael McDonald,MichaelMcDonald,Michael McDonald,2013-12-14,0,0.29736337,3.36
UFC on FOX: Johnson vs. Benavidez 2,King Green vs. Pat Healy,KingGreen,King Green,2013-12-14,1,0.66175026,1.51
UFC on FOX: Johnson vs. Benavidez 2,King Green vs. Pat Healy,PatHealy,Pat Healy,2013-12-14,0,0.30593425,3.27
UFC on FOX: Johnson vs. Benavidez 2,Joe Lauzon vs. Mac Danzig,JoeLauzon,Joe Lauzon,2013-12-14,1,0.64402676,1.55
UFC on FOX: Johnson vs. Benavidez 2,Joe Lauzon vs. Mac Danzig,MacDanzig,Mac Danzig,2013-12-14,0,0.49386692,2.02
UFC on FOX: Johnson vs. Benavidez 2,Abel Trujillo vs. Roger Bowling,AbelTrujillo,Abel Trujillo,2013-12-14,1,0.52597934,1.9
UFC on FOX: Johnson vs. Benavidez 2,Abel Trujillo vs. Roger Bowling,RogerBowling,Roger Bowling,2013-12-14,0,0.45526305,2.2
UFC on FOX: Johnson vs. Benavidez 2,Danny Castillo vs. Edson Barboza,DannyCastillo,Danny Castillo,2013-12-14,0,0.4684128,2.13
UFC on FOX: Johnson vs. Benavidez 2,Danny Castillo vs. Edson Barboza,EdsonBarboza,Edson Barboza,2013-12-14,1,0.50502366,1.98
UFC on FOX: Johnson vs. Benavidez 2,Court McGee vs. Ryan LaFlare,CourtMcGee,Court McGee,2013-12-14,0,0.4056081,2.47
UFC on FOX: Johnson vs. Benavidez 2,Court McGee vs. Ryan LaFlare,RyanLaFlare,Ryan LaFlare,2013-12-14,1,0.43470895,2.3
UFC on FOX: Johnson vs. Benavidez 2,Sam Stout vs. Cody McKenzie,SamStout,Sam Stout,2013-12-14,1,0.37075835,2.7
UFC on FOX: Johnson vs. Benavidez 2,Sam Stout vs. Cody McKenzie,CodyMcKenzie,Cody McKenzie,2013-12-14,0,0.5695641,1.76
UFC on FOX: Johnson vs. Benavidez 2,Demetrious Johnson vs. Joseph Benavidez,DemetriousJohnson,Demetrious Johnson,2013-12-14,1,0.6520977,1.53
UFC on FOX: Johnson vs. Benavidez 2,Demetrious Johnson vs. Joseph Benavidez,JosephBenavidez,Joseph Benavidez,2013-12-14,0,0.29992226,3.33
UFC 168: Weidman vs Silva 2,Chris Leben vs. Uriah Hall,ChrisLeben,Chris Leben,2013-12-28,0,0.3388053,2.95
UFC 168: Weidman vs Silva 2,Chris Leben vs. Uriah Hall,UriahHall,Uriah Hall,2013-12-28,1,0.647418,1.54
UFC 168: Weidman vs Silva 2,William Macario vs. Bobby Voelker,WilliamMacario,William Macario,2013-12-28,1,0.7239404,1.38
UFC 168: Weidman vs Silva 2,William Macario vs. Bobby Voelker,BobbyVoelker,Bobby Voelker,2013-12-28,0,0.21134207,4.73
UFC 168: Weidman vs Silva 2,John Howard vs. Siyar Bahadurzada,JohnHoward,John Howard,2013-12-28,1,0.5248606,1.91
UFC 168: Weidman vs Silva 2,John Howard vs. Siyar Bahadurzada,SiyarBahadurzada,Siyar Bahadurzada,2013-12-28,0,0.40458566,2.47
UFC 168: Weidman vs Silva 2,Gleison Tibau vs. Michael Johnson,GleisonTibau,Gleison Tibau,2013-12-28,0,0.44763356,2.23
UFC 168: Weidman vs Silva 2,Gleison Tibau vs. Michael Johnson,MichaelJohnson,Michael Johnson,2013-12-28,1,0.57735074,1.73
UFC 168: Weidman vs Silva 2,Josh Barnett vs. Travis Browne,JoshBarnett,Josh Barnett,2013-12-28,0,0.403524,2.48
UFC 168: Weidman vs Silva 2,Josh Barnett vs. Travis Browne,TravisBrowne,Travis Browne,2013-12-28,1,0.6434479,1.55
UFC 168: Weidman vs Silva 2,Jim Miller vs. Fabricio Camoes,JimMiller,Jim Miller,2013-12-28,1,0.8783609,1.14
UFC 168: Weidman vs Silva 2,Jim Miller vs. Fabricio Camoes,FabricioCamoes,Fabricio Camoes,2013-12-28,0,0.22298317,4.48
UFC 168: Weidman vs Silva 2,Robert Peralta vs. Estevan Payan,RobertPeralta,Robert Peralta,2013-12-28,1,0.74828386,1.34
UFC 168: Weidman vs Silva 2,Robert Peralta vs. Estevan Payan,EstevanPayan,Estevan Payan,2013-12-28,0,0.32661772,3.06
UFC 168: Weidman vs Silva 2,Dustin Poirier vs. Diego Brandao,DustinPoirier,Dustin Poirier,2013-12-28,1,0.66448534,1.5
UFC 168: Weidman vs Silva 2,Dustin Poirier vs. Diego Brandao,DiegoBrandao,Diego Brandao,2013-12-28,0,0.43594456,2.29
UFC Fight Night: Rockhold vs Philippou,Trevor Smith vs. Brian Houston,TrevorSmith,Trevor Smith,2014-01-15,1,0.68964934,1.45
UFC Fight Night: Rockhold vs Philippou,Trevor Smith vs. Brian Houston,BrianHouston,Brian Houston,2014-01-15,0,0.3800985,2.63
UFC Fight Night: Rockhold vs Philippou,Isaac Vallie-Flagg vs. Elias Silverio,IsaacVallie-Flagg,Isaac Vallie-Flagg,2014-01-15,0,0.28660554,3.49
UFC Fight Night: Rockhold vs Philippou,Isaac Vallie-Flagg vs. Elias Silverio,EliasSilverio,Elias Silverio,2014-01-15,1,0.7321862,1.37
UFC Fight Night: Rockhold vs Philippou,Cole Miller vs. Sam Sicilia,ColeMiller,Cole Miller,2014-01-15,1,0.4816971,2.08
UFC Fight Night: Rockhold vs Philippou,Cole Miller vs. Sam Sicilia,SamSicilia,Sam Sicilia,2014-01-15,0,0.49071643,2.04
UFC Fight Night: Rockhold vs Philippou,TJ Dillashaw vs. Mike Easton,TJDillashaw,TJ Dillashaw,2014-01-15,1,0.57130456,1.75
UFC Fight Night: Rockhold vs Philippou,TJ Dillashaw vs. Mike Easton,MikeEaston,Mike Easton,2014-01-15,0,0.3839225,2.6
UFC Fight Night: Rockhold vs Philippou,Ramsey Nijem vs. Justin Edwards,RamseyNijem,Ramsey Nijem,2014-01-15,1,0.696496,1.44
UFC Fight Night: Rockhold vs Philippou,Ramsey Nijem vs. Justin Edwards,JustinEdwards,Justin Edwards,2014-01-15,0,0.21428452,4.67
UFC Fight Night: Rockhold vs Philippou,John Moraga vs. Dustin Ortiz,JohnMoraga,John Moraga,2014-01-15,1,0.54450274,1.84
UFC Fight Night: Rockhold vs Philippou,John Moraga vs. Dustin Ortiz,DustinOrtiz,Dustin Ortiz,2014-01-15,0,0.61828357,1.62
UFC Fight Night: Rockhold vs Philippou,Yoel Romero vs. Derek Brunson,YoelRomero,Yoel Romero,2014-01-15,1,0.38320976,2.61
UFC Fight Night: Rockhold vs Philippou,Yoel Romero vs. Derek Brunson,DerekBrunson,Derek Brunson,2014-01-15,0,0.5532679,1.81
UFC Fight Night: Rockhold vs Philippou,Vinc Pichel vs. Garett Whiteley,VincPichel,Vinc Pichel,2014-01-15,1,0.5218408,1.92
UFC Fight Night: Rockhold vs Philippou,Vinc Pichel vs. Garett Whiteley,GarettWhiteley,Garett Whiteley,2014-01-15,0,0.45892924,2.18
UFC Fight Night: Rockhold vs Philippou,Luke Rockhold vs. Constantinos Philippou,LukeRockhold,Luke Rockhold,2014-01-15,1,0.49491125,2.02
UFC Fight Night: Rockhold vs Philippou,Luke Rockhold vs. Constantinos Philippou,ConstantinosPhilippou,Constantinos Philippou,2014-01-15,0,0.5077708,1.97
UFC Fight Night: Rockhold vs Philippou,Lorenz Larkin vs. Brad Tavares,LorenzLarkin,Lorenz Larkin,2014-01-15,0,0.35616913,2.81
UFC Fight Night: Rockhold vs Philippou,Lorenz Larkin vs. Brad Tavares,BradTavares,Brad Tavares,2014-01-15,1,0.6616236,1.51
UFC on FOX: Henderson vs Thomson,Walt Harris vs. Nikita Krylov,WaltHarris,Walt Harris,2014-01-25,0,0.29920778,3.34
UFC on FOX: Henderson vs Thomson,Walt Harris vs. Nikita Krylov,NikitaKrylov,Nikita Krylov,2014-01-25,1,0.643015,1.56
UFC on FOX: Henderson vs Thomson,Ramiro Hernandez vs. Hugo Viana,RamiroHernandez,Ramiro Hernandez,2014-01-25,0,0.4762165,2.1
UFC on FOX: Henderson vs Thomson,Ramiro Hernandez vs. Hugo Viana,HugoViana,Hugo Viana,2014-01-25,1,0.54296046,1.84
UFC on FOX: Henderson vs Thomson,Stipe Miocic vs. Gabriel Gonzaga,StipeMiocic,Stipe Miocic,2014-01-25,1,0.6026632,1.66
UFC on FOX: Henderson vs Thomson,Stipe Miocic vs. Gabriel Gonzaga,GabrielGonzaga,Gabriel Gonzaga,2014-01-25,0,0.40567118,2.47
UFC on FOX: Henderson vs Thomson,Darren Elkins vs. Jeremy Stephens,DarrenElkins,Darren Elkins,2014-01-25,0,0.4573992,2.19
UFC on FOX: Henderson vs Thomson,Darren Elkins vs. Jeremy Stephens,JeremyStephens,Jeremy Stephens,2014-01-25,1,0.5907735,1.69
UFC on FOX: Henderson vs Thomson,Benson Henderson vs. Josh Thomson,BensonHenderson,Benson Henderson,2014-01-25,1,0.6653521,1.5
UFC on FOX: Henderson vs Thomson,Benson Henderson vs. Josh Thomson,JoshThomson,Josh Thomson,2014-01-25,0,0.31790388,3.15
UFC on FOX: Henderson vs Thomson,Eddie Wineland vs. Yves Jabouin,EddieWineland,Eddie Wineland,2014-01-25,1,0.44709703,2.24
UFC on FOX: Henderson vs Thomson,Eddie Wineland vs. Yves Jabouin,YvesJabouin,Yves Jabouin,2014-01-25,0,0.53810525,1.86
UFC on FOX: Henderson vs Thomson,Alex Caceres vs. Sergio Pettis,AlexCaceres,Alex Caceres,2014-01-25,1,0.5285535,1.89
UFC on FOX: Henderson vs Thomson,Alex Caceres vs. Sergio Pettis,SergioPettis,Sergio Pettis,2014-01-25,0,0.5939988,1.68
UFC on FOX: Henderson vs Thomson,Daron Cruickshank vs. Mike Rio,DaronCruickshank,Daron Cruickshank,2014-01-25,1,0.58737206,1.7
UFC on FOX: Henderson vs Thomson,Daron Cruickshank vs. Mike Rio,MikeRio,Mike Rio,2014-01-25,0,0.40293196,2.48
UFC on FOX: Henderson vs Thomson,Donald Cerrone vs. Adriano Martins,DonaldCerrone,Donald Cerrone,2014-01-25,1,0.514213,1.94
UFC on FOX: Henderson vs Thomson,Donald Cerrone vs. Adriano Martins,AdrianoMartins,Adriano Martins,2014-01-25,0,0.47765937,2.09
UFC 169: Barao vs Faber 2,Jamie Varner vs. Abel Trujillo,JamieVarner,Jamie Varner,2014-02-01,0,0.5386172,1.86
UFC 169: Barao vs Faber 2,Jamie Varner vs. Abel Trujillo,AbelTrujillo,Abel Trujillo,2014-02-01,1,0.46982127,2.13
UFC 169: Barao vs Faber 2,Renan Barao vs. Urijah Faber,RenanBarao,Renan Barao,2014-02-01,1,0.56102973,1.78
UFC 169: Barao vs Faber 2,Renan Barao vs. Urijah Faber,UrijahFaber,Urijah Faber,2014-02-01,0,0.25467363,3.93
UFC 169: Barao vs Faber 2,John Lineker vs. Ali Bagautinov,JohnLineker,John Lineker,2014-02-01,0,0.5874256,1.7
UFC 169: Barao vs Faber 2,John Lineker vs. Ali Bagautinov,AliBagautinov,Ali Bagautinov,2014-02-01,1,0.4026832,2.48
UFC 169: Barao vs Faber 2,Jose Aldo vs. Ricardo Lamas,JoseAldo,Jose Aldo,2014-02-01,1,0.6187214,1.62
UFC 169: Barao vs Faber 2,Jose Aldo vs. Ricardo Lamas,RicardoLamas,Ricardo Lamas,2014-02-01,0,0.3770691,2.65
UFC 169: Barao vs Faber 2,Nick Catone vs. Tom Watson,NickCatone,Nick Catone,2014-02-01,1,0.57618886,1.74
UFC 169: Barao vs Faber 2,Nick Catone vs. Tom Watson,TomWatson,Tom Watson,2014-02-01,0,0.38573676,2.59
